Category,Rating,Reviews,Size,Type,Price,Content Rating,Genres,days_since_update
WEATHER,4.8,892,10.1-20MB,Free,0.0,Everyone,Weather,45
TOOLS,4.2,676,0.1-10MB,Free,0.0,Everyone,Tools,31
FAMILY,4.3,4551,70.1-80MB,Free,0.0,Everyone,Simulation,248
SPORTS,4.2,82882,Varies with device,Free,0.0,Everyone,Sports,32
FAMILY,4.3,472584,90.1-100MB,Free,0.0,Everyone,Simulation;Action & Adventure,29
DATING,4.5,61637,10.1-20MB,Free,0.0,Mature 17+,Dating,31
GAME,3.4,2218,10.1-20MB,Free,0.0,Everyone,Arcade,317
DATING,2.8,80,0.1-10MB,Free,0.0,Teen,Dating,298
TRAVEL_AND_LOCAL,4.3,0,20.1-30MB,Free,0.0,Everyone,Travel & Local,103
BUSINESS,3.9,23243,Varies with device,Free,0.0,Everyone,Business,67
FAMILY,4.8,38,0.1-10MB,Free,0.0,Everyone,Entertainment,77
MEDICAL,4.6,5,10.1-20MB,Free,0.0,Everyone,Medical,28
PHOTOGRAPHY,4.6,126337,0.1-10MB,Free,0.0,Everyone,Photography,534
EVENTS,4.5,1953,Varies with device,Free,0.0,Teen,Events,30
FINANCE,3.9,25205,Varies with device,Free,0.0,Everyone,Finance,35
BUSINESS,5.0,2,0.1-10MB,Free,0.0,Everyone,Business,454
PERSONALIZATION,4.3,0,0.1-10MB,Free,0.0,Everyone,Personalization,117
FINANCE,4.3,231,10.1-20MB,Free,0.0,Everyone,Finance,350
FINANCE,4.3,0,0.1-10MB,Free,0.0,Everyone,Finance,53
FAMILY,4.1,3863,40.1-50MB,Paid,2.99,Everyone,Sports;Action & Adventure,99
WEATHER,4.5,3252,0.1-10MB,Free,0.0,Everyone,Weather,432
ENTERTAINMENT,4.6,3771,50.1-60MB,Paid,2.99,Mature 17+,Entertainment,28
LIFESTYLE,4.3,8,0.1-10MB,Free,0.0,Everyone,Lifestyle,80
GAME,4.7,416,10.1-20MB,Paid,2.99,Teen,Action,596
FOOD_AND_DRINK,4.3,151080,Varies with device,Free,0.0,Everyone,Food & Drink,35
GAME,4.1,650114,70.1-80MB,Free,0.0,Teen,Action,59
PRODUCTIVITY,4.0,11,0.1-10MB,Free,0.0,Everyone,Productivity,1008
PRODUCTIVITY,4.3,0,30.1-40MB,Free,0.0,Everyone,Productivity,67
FAMILY,4.3,28151,10.1-20MB,Free,0.0,Everyone 10+,Role Playing,1184
FAMILY,4.8,1304467,60.1-70MB,Free,0.0,Everyone,Strategy,35
FAMILY,4.1,133,40.1-50MB,Free,0.0,Everyone,Casual,39
PRODUCTIVITY,3.4,617,40.1-50MB,Free,0.0,Everyone,Productivity,136
GAME,4.1,29798,70.1-80MB,Free,0.0,Mature 17+,Action,543
FAMILY,4.3,0,0.1-10MB,Free,0.0,Everyone,Role Playing,206
FAMILY,4.1,51895,20.1-30MB,Free,0.0,Everyone,Educational;Brain Games,76
PRODUCTIVITY,4.3,3,20.1-30MB,Free,0.0,Everyone,Productivity,53
TRAVEL_AND_LOCAL,4.2,42546,20.1-30MB,Free,0.0,Everyone,Travel & Local,128
MEDICAL,5.0,4,20.1-30MB,Free,0.0,Everyone,Medical,29
BUSINESS,4.3,23175,40.1-50MB,Free,0.0,Everyone,Business,49
COMMUNICATION,4.1,22782,0.1-10MB,Free,0.0,Everyone,Communication,1255
WEATHER,4.2,189313,30.1-40MB,Free,0.0,Everyone,Weather,25
GAME,4.6,32506,80.1-90MB,Free,0.0,Everyone,Sports,65
PHOTOGRAPHY,4.3,527247,Varies with device,Free,0.0,Everyone,Photography,211
VIDEO_PLAYERS,1.9,105,0.1-10MB,Free,0.0,Everyone,Video Players & Editors,599
FINANCE,4.3,0,0.1-10MB,Free,0.0,Everyone,Finance,59
BOOKS_AND_REFERENCE,4.3,7,0.1-10MB,Paid,2.99,Teen,Books & Reference,125
FAMILY,3.2,1011,Varies with device,Free,0.0,Teen,Entertainment,49
HEALTH_AND_FITNESS,4.2,1324,0.1-10MB,Free,0.0,Everyone,Health & Fitness,214
TOOLS,4.6,7,0.1-10MB,Free,0.0,Everyone,Tools,189
GAME,4.3,90415,80.1-90MB,Free,0.0,Everyone,Arcade,38
HEALTH_AND_FITNESS,4.6,1873523,Varies with device,Free,0.0,Everyone,Health & Fitness,31
FAMILY,3.9,249,20.1-30MB,Free,0.0,Everyone,Casual;Brain Games,873
GAME,4.6,2719142,20.1-30MB,Free,0.0,Teen,Simulation,81
PHOTOGRAPHY,4.2,302,0.1-10MB,Free,0.0,Everyone,Photography,442
SPORTS,3.8,926,0.1-10MB,Free,0.0,Everyone,Sports,1856
FOOD_AND_DRINK,4.1,1920,Varies with device,Free,0.0,Everyone,Food & Drink,31
GAME,4.4,2975,40.1-50MB,Paid,1.99,Everyone,Arcade,907
TOOLS,3.0,262,30.1-40MB,Free,0.0,Everyone,Tools,710
FAMILY,3.9,60097,10.1-20MB,Free,0.0,Everyone,Entertainment;Pretend Play,202
FAMILY,4.3,2,10.1-20MB,Free,0.0,Everyone,Education,47
COMMUNICATION,4.5,7820209,Varies with device,Free,0.0,Everyone,Communication,30
GAME,3.7,91,20.1-30MB,Free,0.0,Everyone,Action,614
FAMILY,4.7,1327,40.1-50MB,Free,0.0,Everyone,Education;Education,470
FAMILY,4.8,33,0.1-10MB,Free,0.0,Everyone,Education,581
PERSONALIZATION,4.5,52,0.1-10MB,Free,0.0,Everyone,Personalization,423
MEDICAL,4.3,3,60.1-70MB,Paid,24.99,Everyone,Medical,330
PRODUCTIVITY,4.6,8,0.1-10MB,Free,0.0,Everyone,Productivity,35
PERSONALIZATION,4.2,7435,0.1-10MB,Free,0.0,Everyone,Personalization,64
LIFESTYLE,5.0,1,0.1-10MB,Paid,3.04,Everyone,Lifestyle,824
FAMILY,4.0,319777,Varies with device,Free,0.0,Teen,Entertainment,28
GAME,4.5,10256,30.1-40MB,Free,0.0,Everyone,Action,263
MEDICAL,4.3,1,20.1-30MB,Free,0.0,Everyone,Medical,449
MEDICAL,4.5,3320,0.1-10MB,Free,0.0,Everyone,Medical,200
BUSINESS,4.8,16,0.1-10MB,Free,0.0,Everyone,Business,359
TOOLS,4.4,2132,0.1-10MB,Free,0.0,Everyone,Tools,1885
FAMILY,4.5,364013,20.1-30MB,Free,0.0,Everyone 10+,Role Playing,25
PHOTOGRAPHY,4.1,100179,90.1-100MB,Free,0.0,Everyone,Photography,106
PRODUCTIVITY,4.2,13500,Varies with device,Free,0.0,Everyone,Productivity,263
MAPS_AND_NAVIGATION,3.9,139,0.1-10MB,Free,0.0,Everyone,Maps & Navigation,37
NEWS_AND_MAGAZINES,2.6,13,0.1-10MB,Free,0.0,Everyone,News & Magazines,668
FAMILY,4.3,43060,90.1-100MB,Free,0.0,Everyone,Action;Action & Adventure,63
FAMILY,4.4,74744,50.1-60MB,Free,0.0,Everyone,Strategy,36
BOOKS_AND_REFERENCE,4.3,1,10.1-20MB,Paid,5.99,Everyone,Books & Reference,1094
GAME,4.7,1115,30.1-40MB,Free,0.0,Everyone,Arcade,420
FAMILY,4.4,318867,0.1-10MB,Free,0.0,Everyone,Puzzle,56
GAME,5.0,11,0.1-10MB,Free,0.0,Everyone,Arcade,538
PHOTOGRAPHY,4.7,31985,0.1-10MB,Free,0.0,Everyone,Photography,25
DATING,3.3,4631,40.1-50MB,Free,0.0,Mature 17+,Dating,27
GAME,4.4,1381820,50.1-60MB,Free,0.0,Teen,Action,535
FOOD_AND_DRINK,4.5,5093,50.1-60MB,Free,0.0,Everyone,Food & Drink,143
PRODUCTIVITY,5.0,8,20.1-30MB,Free,0.0,Everyone,Productivity,178
TOOLS,3.6,216,0.1-10MB,Free,0.0,Everyone,Tools,1391
GAME,4.3,6143,30.1-40MB,Free,0.0,Teen,Casino,37
FINANCE,4.5,4254,0.1-10MB,Free,0.0,Everyone,Finance,367
PHOTOGRAPHY,3.9,205,0.1-10MB,Free,0.0,Everyone,Photography,398
SPORTS,4.6,1641,0.1-10MB,Free,0.0,Everyone,Sports,29
PRODUCTIVITY,4.0,319,0.1-10MB,Free,0.0,Everyone,Productivity,376
FINANCE,3.6,10697,40.1-50MB,Free,0.0,Everyone,Finance,44
VIDEO_PLAYERS,4.4,38630,80.1-90MB,Free,0.0,Everyone,Video Players & Editors,26
SHOPPING,3.6,8820,30.1-40MB,Free,0.0,Everyone,Shopping,37
SOCIAL,4.5,313633,Varies with device,Free,0.0,Teen,Social,37
BOOKS_AND_REFERENCE,4.1,52312,10.1-20MB,Free,0.0,Teen,Books & Reference,104
HOUSE_AND_HOME,4.6,36857,10.1-20MB,Free,0.0,Everyone,House & Home,37
VIDEO_PLAYERS,4.1,1276,0.1-10MB,Free,0.0,Everyone,Video Players & Editors,260
NEWS_AND_MAGAZINES,4.3,1,0.1-10MB,Free,0.0,Everyone,News & Magazines,60
GAME,4.3,0,Varies with device,Paid,0.99,Everyone,Arcade,396
MEDICAL,4.3,168,0.1-10MB,Free,0.0,Everyone,Medical,214
PHOTOGRAPHY,4.5,462702,40.1-50MB,Free,0.0,Everyone,Photography,30
PERSONALIZATION,4.3,8,10.1-20MB,Free,0.0,Everyone,Personalization,237
FAMILY,3.8,12414,10.1-20MB,Free,0.0,Everyone,Entertainment,392
SHOPPING,4.0,15867,Varies with device,Free,0.0,Everyone,Shopping,25
FAMILY,3.9,3847,0.1-10MB,Free,0.0,Everyone,Puzzle,240
PHOTOGRAPHY,4.6,8,0.1-10MB,Free,0.0,Everyone,Photography,635
AUTO_AND_VEHICLES,4.0,5,30.1-40MB,Free,0.0,Everyone,Auto & Vehicles,32
FAMILY,4.6,584070,20.1-30MB,Free,0.0,Everyone 10+,Strategy,44
FAMILY,4.5,355613,50.1-60MB,Free,0.0,Teen,Role Playing,29
FAMILY,4.3,131,0.1-10MB,Free,0.0,Everyone,Entertainment,275
MAPS_AND_NAVIGATION,3.4,1147,10.1-20MB,Free,0.0,Everyone,Maps & Navigation,95
HEALTH_AND_FITNESS,4.4,708710,Varies with device,Free,0.0,Everyone,Health & Fitness,50
VIDEO_PLAYERS,3.9,244,Varies with device,Free,0.0,Everyone,Video Players & Editors,799
SPORTS,4.9,15883,20.1-30MB,Free,0.0,Everyone,Sports,73
TOOLS,3.6,11187,0.1-10MB,Free,0.0,Everyone,Tools,532
ART_AND_DESIGN,4.4,295221,Varies with device,Free,0.0,Everyone,Art & Design,32
SOCIAL,3.2,185,0.1-10MB,Free,0.0,Teen,Social,315
PERSONALIZATION,4.3,5413,0.1-10MB,Free,0.0,Everyone,Personalization,34
PHOTOGRAPHY,2.9,66,0.1-10MB,Free,0.0,Everyone,Photography,653
LIFESTYLE,3.7,6667,0.1-10MB,Free,0.0,Everyone,Lifestyle,151
TOOLS,4.3,0,10.1-20MB,Free,0.0,Everyone,Tools,298
TOOLS,4.5,1916,0.1-10MB,Free,0.0,Everyone,Tools,974
BUSINESS,4.3,2,0.1-10MB,Free,0.0,Everyone,Business,1184
MEDICAL,4.2,6,20.1-30MB,Free,0.0,Everyone,Medical,72
GAME,4.2,41089,40.1-50MB,Free,0.0,Teen,Action,37
FAMILY,4.1,1143,10.1-20MB,Paid,2.99,Everyone 10+,Casual,1928
HEALTH_AND_FITNESS,4.2,13799,Varies with device,Free,0.0,Teen,Health & Fitness,31
FINANCE,4.3,24729,30.1-40MB,Free,0.0,Everyone,Finance,28
PHOTOGRAPHY,4.1,5485,10.1-20MB,Free,0.0,Everyone,Photography,855
BUSINESS,4.0,6,0.1-10MB,Free,0.0,Everyone,Business,109
GAME,4.5,27722264,70.1-80MB,Free,0.0,Everyone 10+,Arcade,50
SOCIAL,4.1,6388,Varies with device,Free,0.0,Teen,Social,269
SPORTS,4.6,200,0.1-10MB,Paid,2.49,Everyone,Sports,29
NEWS_AND_MAGAZINES,5.0,3,Varies with device,Free,0.0,Everyone,News & Magazines,824
MAPS_AND_NAVIGATION,4.3,14110,0.1-10MB,Free,0.0,Everyone,Maps & Navigation,38
BUSINESS,4.3,674730,Varies with device,Free,0.0,Everyone,Business,102
FAMILY,4.5,4450890,60.1-70MB,Free,0.0,Everyone 10+,Adventure;Action & Adventure,31
DATING,4.4,12632,20.1-30MB,Free,0.0,Mature 17+,Dating,35
GAME,4.5,2,0.1-10MB,Paid,1.99,Everyone,Arcade,1022
PHOTOGRAPHY,4.4,1490732,20.1-30MB,Free,0.0,Everyone,Photography,43
BUSINESS,4.0,6989,Varies with device,Free,0.0,Everyone,Business,46
FAMILY,3.9,6903,20.1-30MB,Free,0.0,Everyone,Educational;Pretend Play,212
FAMILY,5.0,2,0.1-10MB,Free,0.0,Everyone,Education,405
PHOTOGRAPHY,3.6,2526,Varies with device,Free,0.0,Everyone,Photography,60
COMMUNICATION,4.3,6,0.1-10MB,Free,0.0,Everyone,Communication,787
SPORTS,4.3,0,20.1-30MB,Free,0.0,Everyone,Sports,166
PERSONALIZATION,4.3,266401,Varies with device,Free,0.0,Everyone,Personalization,27
FAMILY,4.2,636,0.1-10MB,Free,0.0,Everyone,Casual,71
HEALTH_AND_FITNESS,4.5,9116,0.1-10MB,Free,0.0,Everyone,Health & Fitness,32
TOOLS,4.3,0,30.1-40MB,Free,0.0,Everyone,Tools,31
PERSONALIZATION,4.6,644,50.1-60MB,Free,0.0,Everyone,Personalization,488
DATING,4.0,187,10.1-20MB,Free,0.0,Mature 17+,Dating,36
SHOPPING,4.4,2788923,Varies with device,Free,0.0,Teen,Shopping,32
PHOTOGRAPHY,4.3,0,0.1-10MB,Free,0.0,Everyone,Photography,39
PHOTOGRAPHY,2.6,8,0.1-10MB,Free,0.0,Everyone,Photography,283
SPORTS,4.3,0,20.1-30MB,Free,0.0,Everyone,Sports,130
PRODUCTIVITY,4.3,3249518,40.1-50MB,Free,0.0,Everyone,Productivity,29
DATING,3.9,742,20.1-30MB,Free,0.0,Mature 17+,Dating,146
FAMILY,4.5,74,0.1-10MB,Free,0.0,Everyone,Entertainment,282
TOOLS,4.6,77302,Varies with device,Free,0.0,Everyone,Tools,234
PHOTOGRAPHY,4.6,98716,50.1-60MB,Free,0.0,Everyone,Photography,30
SPORTS,4.8,1697,10.1-20MB,Free,0.0,Everyone,Sports,31
LIFESTYLE,4.5,398307,10.1-20MB,Free,0.0,Everyone,Lifestyle,37
SPORTS,4.3,0,20.1-30MB,Free,0.0,Everyone,Sports,166
FAMILY,4.1,187,0.1-10MB,Free,0.0,Everyone,Entertainment,717
FOOD_AND_DRINK,4.6,11707,Varies with device,Free,0.0,Everyone,Food & Drink,68
HEALTH_AND_FITNESS,4.4,70416,20.1-30MB,Free,0.0,Everyone,Health & Fitness,35
GAME,4.3,8116142,60.1-70MB,Free,0.0,Everyone,Action,57
TRAVEL_AND_LOCAL,4.4,7,10.1-20MB,Free,0.0,Everyone,Travel & Local,326
GAME,4.3,1489,60.1-70MB,Free,0.0,Teen,Action,110
FINANCE,4.3,0,90.1-100MB,Free,0.0,Everyone,Finance,338
MEDICAL,4.3,10,20.1-30MB,Paid,74.99,Everyone,Medical,67
COMMUNICATION,2.2,62,30.1-40MB,Free,0.0,Everyone,Communication,144
MEDICAL,4.6,717,0.1-10MB,Paid,5.99,Everyone,Medical,92
TRAVEL_AND_LOCAL,3.9,13275,70.1-80MB,Free,0.0,Everyone,Travel & Local,59
FAMILY,4.7,27,0.1-10MB,Free,0.0,Everyone,Education,954
PRODUCTIVITY,4.2,16349,0.1-10MB,Free,0.0,Everyone,Productivity,858
FINANCE,4.4,32,0.1-10MB,Free,0.0,Everyone,Finance,230
BOOKS_AND_REFERENCE,4.6,244,0.1-10MB,Free,0.0,Everyone,Books & Reference,861
FINANCE,4.6,1231,10.1-20MB,Free,0.0,Everyone,Finance,80
COMMUNICATION,4.3,4604483,Varies with device,Free,0.0,Everyone,Communication,29
FAMILY,4.7,55,0.1-10MB,Free,0.0,Everyone,Education,59
SHOPPING,4.1,11798,Varies with device,Free,0.0,Everyone,Shopping,113
TOOLS,5.0,6,0.1-10MB,Free,0.0,Everyone,Tools,87
GAME,3.8,1088,80.1-90MB,Free,0.0,Teen,Action,196
TOOLS,4.6,18,0.1-10MB,Free,0.0,Everyone,Tools,152
FAMILY,4.6,190086,90.1-100MB,Paid,2.99,Everyone,Strategy,49
FINANCE,4.3,4642,0.1-10MB,Free,0.0,Everyone,Finance,39
GAME,4.5,4449910,60.1-70MB,Free,0.0,Everyone 10+,Adventure;Action & Adventure,31
SOCIAL,4.3,2,0.1-10MB,Free,0.0,Everyone,Social,317
GAME,3.8,16282,30.1-40MB,Free,0.0,Teen,Action,326
TOOLS,4.2,12147,0.1-10MB,Free,0.0,Everyone,Tools,1314
FAMILY,4.1,942,0.1-10MB,Free,0.0,Everyone,Role Playing,589
COMICS,4.6,24005,0.1-10MB,Free,0.0,Adults only 18+,Comics,58
FAMILY,3.1,52,0.1-10MB,Free,0.0,Everyone,Entertainment,484
FAMILY,4.2,26426,20.1-30MB,Free,0.0,Everyone,Education;Education,29
FINANCE,4.4,188,0.1-10MB,Free,0.0,Everyone,Finance,34
GAME,3.1,440,0.1-10MB,Free,0.0,Everyone,Arcade,2104
PRODUCTIVITY,4.4,1188154,20.1-30MB,Free,0.0,Everyone,Productivity,78
TRAVEL_AND_LOCAL,3.7,27560,40.1-50MB,Free,0.0,Everyone,Travel & Local,31
FAMILY,4.7,6,0.1-10MB,Free,0.0,Teen,Entertainment,1169
PHOTOGRAPHY,4.2,240475,0.1-10MB,Free,0.0,Everyone,Photography,282
ENTERTAINMENT,4.0,29706,10.1-20MB,Free,0.0,Teen,Entertainment,46
BUSINESS,4.3,0,0.1-10MB,Free,0.0,Everyone,Business,1268
DATING,3.4,13890,10.1-20MB,Free,0.0,Mature 17+,Dating,73
FINANCE,4.3,693,30.1-40MB,Free,0.0,Teen,Finance,120
LIBRARIES_AND_DEMO,3.5,126862,0.1-10MB,Free,0.0,Everyone,Libraries & Demo,2418
BUSINESS,4.1,16129,Varies with device,Free,0.0,Everyone,Business,32
TOOLS,4.4,4847,0.1-10MB,Free,0.0,Everyone,Tools,793
MEDICAL,4.3,0,0.1-10MB,Free,0.0,Everyone,Medical,31
BUSINESS,4.4,74359,20.1-30MB,Free,0.0,Everyone,Business,35
FAMILY,4.3,218,20.1-30MB,Free,0.0,Everyone,Education,197
FAMILY,3.5,191,0.1-10MB,Free,0.0,Everyone,Entertainment,105
FAMILY,4.3,31705,40.1-50MB,Free,0.0,Everyone,Simulation,298
PERSONALIZATION,4.5,5783441,10.1-20MB,Free,0.0,Everyone,Personalization,25
BOOKS_AND_REFERENCE,4.5,568922,Varies with device,Free,0.0,Teen,Books & Reference,30
BUSINESS,4.3,6,0.1-10MB,Free,0.0,Teen,Business,67
DATING,4.1,305708,Varies with device,Free,0.0,Mature 17+,Dating,29
FINANCE,4.5,58,0.1-10MB,Free,0.0,Everyone,Finance,996
PRODUCTIVITY,1.9,63,0.1-10MB,Free,0.0,Everyone,Productivity,703
SPORTS,3.9,282727,60.1-70MB,Free,0.0,Everyone,Sports,267
DATING,4.2,40035,0.1-10MB,Free,0.0,Mature 17+,Dating,35
FAMILY,2.8,4,0.1-10MB,Free,0.0,Everyone,Education,37
TRAVEL_AND_LOCAL,3.7,871,40.1-50MB,Free,0.0,Everyone,Travel & Local,308
FAMILY,3.8,515,80.1-90MB,Free,0.0,Everyone,Simulation,42
FAMILY,4.7,6,0.1-10MB,Free,0.0,Everyone,Education,152
TOOLS,4.3,0,50.1-60MB,Free,0.0,Everyone,Tools,346
PHOTOGRAPHY,4.0,21159,30.1-40MB,Free,0.0,Everyone,Photography,212
PRODUCTIVITY,4.4,115072,Varies with device,Free,0.0,Everyone,Productivity,31
FAMILY,4.5,3935,0.1-10MB,Free,0.0,Mature 17+,Entertainment,85
FAMILY,4.8,4,20.1-30MB,Paid,14.99,Teen,Casual,219
FAMILY,4.6,60,0.1-10MB,Free,0.0,Everyone,Education,852
FINANCE,4.6,57493,Varies with device,Free,0.0,Everyone,Finance,31
FAMILY,4.5,114,60.1-70MB,Free,0.0,Everyone,Racing;Action & Adventure,79
FINANCE,4.2,11919,20.1-30MB,Free,0.0,Everyone,Finance,35
BOOKS_AND_REFERENCE,4.3,0,0.1-10MB,Paid,5.49,Everyone,Books & Reference,1475
FAMILY,4.3,10,0.1-10MB,Free,0.0,Everyone,Entertainment,139
BEAUTY,4.3,0,0.1-10MB,Free,0.0,Everyone,Beauty,161
TOOLS,4.2,19096,0.1-10MB,Free,0.0,Everyone,Tools,57
FINANCE,4.0,2187,Varies with device,Free,0.0,Everyone,Finance,30
ART_AND_DESIGN,4.7,121,0.1-10MB,Free,0.0,Everyone,Art & Design;Creativity,59
GAME,4.4,4396,30.1-40MB,Free,0.0,Everyone,Trivia,506
VIDEO_PLAYERS,3.8,19738,30.1-40MB,Free,0.0,Teen,Video Players & Editors,24
TOOLS,4.1,533,0.1-10MB,Free,0.0,Everyone,Tools,405
FAMILY,4.3,2806,20.1-30MB,Free,0.0,Teen,Entertainment,164
SHOPPING,4.2,31519,20.1-30MB,Free,0.0,Everyone,Shopping,80
HEALTH_AND_FITNESS,4.3,9,0.1-10MB,Free,0.0,Everyone,Health & Fitness,1184
TRAVEL_AND_LOCAL,5.0,3,0.1-10MB,Free,0.0,Everyone,Travel & Local,641
GAME,3.7,42529,90.1-100MB,Paid,1.99,Teen,Action,646
ART_AND_DESIGN,4.0,591,0.1-10MB,Free,0.0,Everyone,Art & Design,153
SPORTS,3.1,78442,20.1-30MB,Free,0.0,Everyone,Sports,70
SHOPPING,5.0,2,0.1-10MB,Free,0.0,Teen,Shopping,196
TRAVEL_AND_LOCAL,4.3,0,0.1-10MB,Free,0.0,Everyone,Travel & Local,748
BEAUTY,4.5,473,0.1-10MB,Free,0.0,Mature 17+,Beauty,548
FAMILY,4.3,4207,20.1-30MB,Free,0.0,Everyone,Music;Music & Video,39
FAMILY,4.1,15246,70.1-80MB,Free,0.0,Everyone,Simulation;Action & Adventure,415
DATING,4.3,104,10.1-20MB,Free,0.0,Mature 17+,Dating,40
GAME,4.0,32522,40.1-50MB,Free,0.0,Everyone,Racing,949
TOOLS,3.6,7357,10.1-20MB,Free,0.0,Everyone,Tools,50
NEWS_AND_MAGAZINES,4.1,56807,Varies with device,Free,0.0,Everyone 10+,News & Magazines,32
LIFESTYLE,4.7,759,10.1-20MB,Free,0.0,Everyone 10+,Lifestyle,221
FAMILY,4.1,413,0.1-10MB,Free,0.0,Everyone,Puzzle,928
NEWS_AND_MAGAZINES,4.5,357944,10.1-20MB,Free,0.0,Everyone,News & Magazines,50
PRODUCTIVITY,4.6,38,10.1-20MB,Free,0.0,Everyone,Productivity,45
FAMILY,4.5,93,0.1-10MB,Free,0.0,Everyone,Entertainment,207
SHOPPING,3.9,34171,Varies with device,Free,0.0,Everyone,Shopping,38
SPORTS,4.3,1,20.1-30MB,Free,0.0,Everyone,Sports,193
SHOPPING,4.5,6211039,10.1-20MB,Free,0.0,Everyone,Shopping,28
HEALTH_AND_FITNESS,4.7,14810,Varies with device,Free,0.0,Everyone,Health & Fitness,38
HEALTH_AND_FITNESS,4.5,121838,10.1-20MB,Free,0.0,Everyone,Health & Fitness,100
DATING,3.5,241,0.1-10MB,Free,0.0,Mature 17+,Dating,91
FINANCE,4.2,347874,Varies with device,Free,0.0,Everyone,Finance,36
NEWS_AND_MAGAZINES,4.3,296781,Varies with device,Free,0.0,Everyone 10+,News & Magazines,38
FINANCE,4.7,7514,10.1-20MB,Free,0.0,Everyone,Finance,31
PARENTING,4.3,31,80.1-90MB,Free,0.0,Everyone,Parenting;Education,77
MAPS_AND_NAVIGATION,4.6,7232629,Varies with device,Free,0.0,Everyone,Maps & Navigation,33
GAME,4.4,4638163,90.1-100MB,Free,0.0,Everyone 10+,Arcade,43
FAMILY,4.3,11950,10.1-20MB,Free,0.0,Everyone,Educational;Education,50
HEALTH_AND_FITNESS,4.5,559262,Varies with device,Free,0.0,Everyone,Health & Fitness,51
PERSONALIZATION,4.3,0,10.1-20MB,Free,0.0,Teen,Personalization,140
SPORTS,4.3,926,0.1-10MB,Free,0.0,Everyone,Sports,226
VIDEO_PLAYERS,4.4,953894,30.1-40MB,Free,0.0,Everyone,Video Players & Editors,127
GAME,4.6,125647,30.1-40MB,Free,0.0,Everyone,Casual,39
HOUSE_AND_HOME,4.3,160,0.1-10MB,Free,0.0,Everyone,House & Home,346
SPORTS,4.5,2710,0.1-10MB,Free,0.0,Everyone,Sports,277
BUSINESS,4.3,171771,0.1-10MB,Free,0.0,Everyone,Business,228
FAMILY,4.3,1329192,90.1-100MB,Free,0.0,Everyone,Racing;Action & Adventure,331
GAME,3.3,294,10.1-20MB,Free,0.0,Everyone,Arcade,43
MAPS_AND_NAVIGATION,4.4,509,10.1-20MB,Free,0.0,Everyone,Maps & Navigation,86
ART_AND_DESIGN,4.8,48,20.1-30MB,Free,0.0,Everyone,Art & Design,27
GAME,4.6,132282,10.1-20MB,Free,0.0,Everyone,Adventure,31
FAMILY,4.3,2,0.1-10MB,Free,0.0,Everyone,Entertainment,164
TOOLS,4.2,5,30.1-40MB,Free,0.0,Everyone,Tools,130
MAPS_AND_NAVIGATION,3.0,4,Varies with device,Free,0.0,Everyone,Maps & Navigation,98
BEAUTY,4.1,9315,0.1-10MB,Free,0.0,Everyone,Beauty,283
TOOLS,4.3,20,0.1-10MB,Free,0.0,Everyone,Tools,84
FINANCE,4.6,87951,60.1-70MB,Free,0.0,Everyone,Finance,39
TOOLS,4.4,208,0.1-10MB,Free,0.0,Everyone,Tools,806
GAME,4.7,1125017,20.1-30MB,Free,0.0,Everyone,Puzzle,45
FAMILY,4.3,636995,40.1-50MB,Free,0.0,Teen,Casual,31
FINANCE,3.7,800,30.1-40MB,Free,0.0,Everyone,Finance,71
GAME,4.3,11379,10.1-20MB,Free,0.0,Everyone 10+,Arcade,33
GAME,4.0,154108,70.1-80MB,Free,0.0,Everyone,Racing,1053
GAME,4.5,24210,40.1-50MB,Free,0.0,Teen,Action,1022
NEWS_AND_MAGAZINES,3.5,254,30.1-40MB,Free,0.0,Everyone 10+,News & Magazines,72
TOOLS,3.9,167,0.1-10MB,Free,0.0,Everyone,Tools,296
SPORTS,4.3,27,0.1-10MB,Free,0.0,Everyone,Sports,328
SPORTS,4.2,42767,70.1-80MB,Free,0.0,Everyone,Sports,36
TOOLS,4.3,0,0.1-10MB,Free,0.0,Everyone,Tools,572
VIDEO_PLAYERS,4.0,46,0.1-10MB,Free,0.0,Everyone,Video Players & Editors,1229
TRAVEL_AND_LOCAL,3.7,16815,20.1-30MB,Free,0.0,Everyone,Travel & Local,47
FINANCE,4.3,1,0.1-10MB,Free,0.0,Everyone,Finance,989
DATING,3.9,852,20.1-30MB,Free,0.0,Mature 17+,Dating,32
GAME,4.2,3878,60.1-70MB,Free,0.0,Everyone,Action,149
TOOLS,4.2,428581,0.1-10MB,Free,0.0,Everyone,Tools,45
GAME,4.1,1728557,Varies with device,Free,0.0,Everyone,Card,345
TOOLS,4.2,91186,0.1-10MB,Free,0.0,Everyone,Tools,101
LIFESTYLE,4.2,894,20.1-30MB,Free,0.0,Everyone,Lifestyle,144
LIFESTYLE,4.6,147,0.1-10MB,Free,0.0,Everyone,Lifestyle,486
SOCIAL,3.4,622,Varies with device,Free,0.0,Mature 17+,Social,100
PRODUCTIVITY,4.3,0,0.1-10MB,Free,0.0,Everyone,Productivity,38
BOOKS_AND_REFERENCE,4.7,6547,10.1-20MB,Free,0.0,Everyone,Books & Reference,266
TOOLS,4.6,894435,0.1-10MB,Free,0.0,Teen,Tools,61
FAMILY,4.9,55,30.1-40MB,Free,0.0,Everyone,Puzzle,28
FINANCE,4.2,6148,0.1-10MB,Free,0.0,Everyone,Finance,91
