Category,Rating,Reviews,Size,Type,Price,Content Rating,Genres,days_since_update
GAME,3.9,2454,30.1-40MB,Free,0.0,Everyone,Arcade,355
FAMILY,4.3,17,40.1-50MB,Free,0.0,Everyone,Simulation,48
GAME,4.4,14,0.1-10MB,Free,0.0,Everyone,Adventure,899
GAME,4.2,3247,20.1-30MB,Free,0.0,Teen,Action,402
TOOLS,4.3,3268,0.1-10MB,Free,0.0,Everyone,Tools,258
PHOTOGRAPHY,4.6,28107,0.1-10MB,Paid,2.99,Everyone,Photography,81
TOOLS,4.3,34,10.1-20MB,Free,0.0,Everyone,Tools,187
SPORTS,4.0,176448,0.1-10MB,Free,0.0,Everyone,Sports,283
PHOTOGRAPHY,4.5,21841,0.1-10MB,Free,0.0,Everyone,Photography,38
MAPS_AND_NAVIGATION,4.4,3652,30.1-40MB,Free,0.0,Everyone,Maps & Navigation,37
MEDICAL,4.6,129,0.1-10MB,Paid,5.49,Everyone,Medical,147
TOOLS,4.3,2158,0.1-10MB,Free,0.0,Everyone,Tools,177
LIBRARIES_AND_DEMO,4.1,142,0.1-10MB,Free,0.0,Everyone,Libraries & Demo,572
TOOLS,4.5,2,0.1-10MB,Paid,1.76,Everyone,Tools,271
GAME,4.2,2460,20.1-30MB,Paid,0.99,Mature 17+,Action,650
DATING,4.6,185,0.1-10MB,Free,0.0,Mature 17+,Dating,46
TOOLS,4.3,13,0.1-10MB,Free,0.0,Everyone,Tools,114
GAME,4.4,579519,90.1-100MB,Free,0.0,Mature 17+,Action,44
FAMILY,4.7,6294400,Varies with device,Free,0.0,Everyone,Education;Education,30
TOOLS,3.9,33,0.1-10MB,Free,0.0,Everyone,Tools,848
LIFESTYLE,4.1,14,10.1-20MB,Free,0.0,Everyone,Lifestyle,1049
NEWS_AND_MAGAZINES,2.2,23,30.1-40MB,Free,0.0,Everyone,News & Magazines,86
TRAVEL_AND_LOCAL,3.8,43935,Varies with device,Free,0.0,Everyone,Travel & Local,30
FAMILY,4.3,87,20.1-30MB,Free,0.0,Everyone,Education,197
TRAVEL_AND_LOCAL,4.3,11182,60.1-70MB,Free,0.0,Everyone,Travel & Local,32
GAME,4.4,5234825,Varies with device,Free,0.0,Everyone,Action,290
SPORTS,4.5,5675,40.1-50MB,Free,0.0,Everyone,Sports,135
TOOLS,4.5,8190074,10.1-20MB,Free,0.0,Everyone,Tools,91
MEDICAL,4.6,395,10.1-20MB,Paid,9.99,Everyone,Medical,46
COMMUNICATION,3.4,5,0.1-10MB,Free,0.0,Teen,Communication,856
FAMILY,1.0,1,0.1-10MB,Paid,1.49,Everyone,Education,2335
PERSONALIZATION,4.7,1141545,10.1-20MB,Free,0.0,Everyone,Personalization,31
PRODUCTIVITY,4.3,16149,Varies with device,Free,0.0,Everyone,Productivity,38
PERSONALIZATION,3.8,23,0.1-10MB,Free,0.0,Everyone,Personalization,46
TRAVEL_AND_LOCAL,3.3,97,10.1-20MB,Free,0.0,Everyone,Travel & Local,947
TRAVEL_AND_LOCAL,4.4,1162838,Varies with device,Free,0.0,Everyone,Travel & Local,27
PRODUCTIVITY,4.6,16,0.1-10MB,Free,0.0,Everyone,Productivity,373
TOOLS,4.3,1,0.1-10MB,Free,0.0,Everyone,Tools,99
NEWS_AND_MAGAZINES,3.1,124,10.1-20MB,Free,0.0,Everyone,News & Magazines,63
SOCIAL,4.0,852455,60.1-70MB,Free,0.0,Mature 17+,Social,28
FAMILY,4.0,1007,0.1-10MB,Free,0.0,Everyone,Entertainment,639
FINANCE,4.6,161440,10.1-20MB,Free,0.0,Everyone,Finance,28
LIFESTYLE,4.4,33,20.1-30MB,Free,0.0,Everyone,Lifestyle,323
GAME,4.4,6198563,60.1-70MB,Free,0.0,Everyone,Casual,52
BOOKS_AND_REFERENCE,4.7,28237,0.1-10MB,Free,0.0,Everyone,Books & Reference,131
SPORTS,4.1,288809,0.1-10MB,Free,0.0,Everyone,Sports,338
FINANCE,2.8,851,20.1-30MB,Free,0.0,Everyone,Finance,66
FINANCE,4.7,65,10.1-20MB,Free,0.0,Everyone,Finance,80
GAME,4.4,5235294,Varies with device,Free,0.0,Everyone,Action,290
GAME,4.4,4637439,90.1-100MB,Free,0.0,Everyone 10+,Arcade,43
COMMUNICATION,4.0,13469,0.1-10MB,Free,0.0,Everyone,Communication,87
NEWS_AND_MAGAZINES,4.1,40975,30.1-40MB,Free,0.0,Everyone 10+,News & Magazines,29
WEATHER,3.7,631,0.1-10MB,Free,0.0,Everyone,Weather,1189
PRODUCTIVITY,4.2,1117,0.1-10MB,Free,0.0,Everyone,Productivity,317
BUSINESS,4.3,10,0.1-10MB,Free,0.0,Everyone,Business,773
SOCIAL,4.1,2520,10.1-20MB,Free,0.0,Teen,Social,287
TOOLS,4.3,1,50.1-60MB,Free,0.0,Everyone,Tools,346
TOOLS,4.2,155,10.1-20MB,Free,0.0,Everyone,Tools,188
GAME,4.3,2536,30.1-40MB,Free,0.0,Everyone,Trivia,698
GAME,4.2,62636,10.1-20MB,Free,0.0,Teen,Action,60
COMMUNICATION,4.3,659395,10.1-20MB,Free,0.0,Everyone,Communication,85
TRAVEL_AND_LOCAL,4.0,305,0.1-10MB,Free,0.0,Everyone,Travel & Local,72
SHOPPING,4.2,4977,0.1-10MB,Free,0.0,Everyone,Shopping,37
FAMILY,4.4,13155,80.1-90MB,Free,0.0,Everyone,Education;Pretend Play,806
FAMILY,4.5,144,60.1-70MB,Paid,2.99,Teen,Role Playing,217
SOCIAL,4.3,48,10.1-20MB,Free,0.0,Everyone,Social,476
DATING,4.1,825,Varies with device,Free,0.0,Mature 17+,Dating,246
HEALTH_AND_FITNESS,4.0,12906,0.1-10MB,Free,0.0,Everyone,Health & Fitness,2153
GAME,4.4,1644,10.1-20MB,Paid,7.99,Everyone,Board,513
SOCIAL,4.2,79130,20.1-30MB,Free,0.0,Teen,Social,29
MEDICAL,4.3,0,20.1-30MB,Free,0.0,Everyone,Medical,226
DATING,4.0,28671,Varies with device,Free,0.0,Mature 17+,Dating,30
TOOLS,3.8,89,0.1-10MB,Free,0.0,Everyone,Tools,61
TOOLS,4.3,255,0.1-10MB,Paid,14.99,Everyone,Tools,37
EDUCATION,4.1,29980,Varies with device,Free,0.0,Everyone,Education,379
COMMUNICATION,5.0,5,0.1-10MB,Free,0.0,Everyone,Communication,151
PERSONALIZATION,2.5,6,0.1-10MB,Free,0.0,Everyone,Personalization,1847
GAME,4.2,147791,30.1-40MB,Free,0.0,Teen,Action,36
EVENTS,4.0,26089,Varies with device,Free,0.0,Everyone,Events,29
HEALTH_AND_FITNESS,2.2,6,0.1-10MB,Free,0.0,Everyone,Health & Fitness,238
NEWS_AND_MAGAZINES,4.0,4332,10.1-20MB,Free,0.0,Everyone,News & Magazines,168
TOOLS,4.6,16771865,Varies with device,Free,0.0,Everyone,Tools,27
TOOLS,4.3,2,10.1-20MB,Free,0.0,Everyone,Tools,107
BUSINESS,4.3,2,10.1-20MB,Free,0.0,Everyone,Business,342
SOCIAL,4.4,120,0.1-10MB,Free,0.0,Teen,Social,330
GAME,4.0,1744,30.1-40MB,Free,0.0,Mature 17+,Action,104
MEDICAL,4.8,59158,10.1-20MB,Free,0.0,Everyone,Medical,36
MEDICAL,4.3,0,0.1-10MB,Free,0.0,Everyone,Medical,35
EDUCATION,4.6,56065,30.1-40MB,Free,0.0,Everyone,Education,36
LIFESTYLE,2.0,11,0.1-10MB,Free,0.0,Everyone,Lifestyle,80
AUTO_AND_VEHICLES,4.8,7021,10.1-20MB,Free,0.0,Everyone,Auto & Vehicles,35
BOOKS_AND_REFERENCE,4.5,42729,Varies with device,Free,0.0,Everyone,Books & Reference,1374
FAMILY,4.4,1852,60.1-70MB,Free,0.0,Everyone,Simulation,304
MEDICAL,4.8,78825,10.1-20MB,Free,0.0,Everyone,Medical,29
GAME,4.3,1000417,Varies with device,Free,0.0,Teen,Action,57
BOOKS_AND_REFERENCE,4.9,922752,Varies with device,Free,0.0,Everyone,Books & Reference,77
FINANCE,4.6,8,30.1-40MB,Free,0.0,Everyone,Finance,121
GAME,4.2,951435,10.1-20MB,Free,0.0,Everyone,Racing,226
FINANCE,4.4,42809,20.1-30MB,Free,0.0,Everyone,Finance,35
PERSONALIZATION,4.3,1961,0.1-10MB,Free,0.0,Everyone,Personalization,63
PARENTING,4.5,806,10.1-20MB,Free,0.0,Everyone,Parenting,27
MEDICAL,4.8,69126,60.1-70MB,Free,0.0,Everyone,Medical,91
LIFESTYLE,3.8,2548,0.1-10MB,Free,0.0,Everyone,Lifestyle,213
BUSINESS,4.3,4,20.1-30MB,Free,0.0,Everyone,Business,59
TOOLS,3.7,533,0.1-10MB,Free,0.0,Everyone,Tools,31
LIFESTYLE,4.5,23966,0.1-10MB,Paid,5.99,Everyone,Lifestyle,65
DATING,3.0,1145,0.1-10MB,Free,0.0,Mature 17+,Dating,918
FAMILY,4.3,0,0.1-10MB,Free,0.0,Everyone,Entertainment,49
HEALTH_AND_FITNESS,4.5,27396,50.1-60MB,Free,0.0,Mature 17+,Health & Fitness,46
FAMILY,4.1,488039,50.1-60MB,Free,0.0,Teen,Strategy,289
MEDICAL,4.2,168,20.1-30MB,Paid,24.99,Everyone,Medical,385
GAME,4.5,567984,30.1-40MB,Free,0.0,Everyone,Racing,46
FOOD_AND_DRINK,3.8,3320,0.1-10MB,Free,0.0,Everyone,Food & Drink,27
FAMILY,4.4,6190,20.1-30MB,Free,0.0,Everyone,Educational;Education,1103
PRODUCTIVITY,4.2,858208,Varies with device,Free,0.0,Everyone,Productivity,25
COMMUNICATION,4.3,2546549,Varies with device,Free,0.0,Everyone,Communication,28
GAME,4.6,12,10.1-20MB,Free,0.0,Everyone,Arcade,396
PARENTING,4.8,1940,30.1-40MB,Free,0.0,Everyone,Parenting;Music & Video,44
GAME,4.0,22435,90.1-100MB,Free,0.0,Teen,Action,30
FAMILY,1.9,141,60.1-70MB,Free,0.0,Everyone,Educational,178
PERSONALIZATION,4.5,61,0.1-10MB,Free,0.0,Everyone,Personalization,149
VIDEO_PLAYERS,4.4,32,0.1-10MB,Free,0.0,Everyone,Video Players & Editors,105
FINANCE,4.3,6,0.1-10MB,Free,0.0,Everyone,Finance,675
FAMILY,4.3,6669,30.1-40MB,Free,0.0,Everyone,Simulation,183
MEDICAL,4.6,395,10.1-20MB,Paid,9.99,Everyone,Medical,46
BUSINESS,4.4,51507,Varies with device,Free,0.0,Everyone,Business,29
BOOKS_AND_REFERENCE,4.3,0,10.1-20MB,Paid,5.99,Everyone,Books & Reference,386
DATING,4.3,8,0.1-10MB,Free,0.0,Mature 17+,Dating,60
COMMUNICATION,3.8,4,0.1-10MB,Free,0.0,Everyone,Communication,46
BOOKS_AND_REFERENCE,4.4,577550,Varies with device,Free,0.0,Everyone,Books & Reference,29
NEWS_AND_MAGAZINES,4.7,174827,20.1-30MB,Free,0.0,Mature 17+,News & Magazines,27
FAMILY,4.4,11442,60.1-70MB,Free,0.0,Everyone,Educational;Creativity,792
FAMILY,4.3,525552,40.1-50MB,Free,0.0,Everyone,Action;Action & Adventure,320
MAPS_AND_NAVIGATION,4.9,49,0.1-10MB,Free,0.0,Everyone,Maps & Navigation,319
TOOLS,4.2,2058,0.1-10MB,Free,0.0,Everyone,Tools,473
NEWS_AND_MAGAZINES,5.0,3,0.1-10MB,Free,0.0,Everyone,News & Magazines,97
PERSONALIZATION,4.3,19,0.1-10MB,Free,0.0,Everyone,Personalization,644
TOOLS,4.5,876866,0.1-10MB,Free,0.0,Everyone,Tools,35
PHOTOGRAPHY,4.3,68071,Varies with device,Free,0.0,Everyone,Photography,118
LIFESTYLE,2.9,41,0.1-10MB,Paid,379.99,Everyone,Lifestyle,61
BUSINESS,3.1,20973,30.1-40MB,Free,0.0,Everyone,Business,30
TRAVEL_AND_LOCAL,4.4,47780,10.1-20MB,Free,0.0,Everyone,Travel & Local,31
FAMILY,4.3,0,20.1-30MB,Free,0.0,Everyone,Entertainment,384
ENTERTAINMENT,4.6,243747,Varies with device,Free,0.0,Teen,Entertainment,29
BUSINESS,3.3,49,0.1-10MB,Free,0.0,Everyone,Business,2417
GAME,4.3,275843,40.1-50MB,Free,0.0,Teen,Adventure,43
BUSINESS,4.6,5800,0.1-10MB,Free,0.0,Everyone,Business,29
HEALTH_AND_FITNESS,4.2,2509,0.1-10MB,Free,0.0,Mature 17+,Health & Fitness,133
GAME,4.6,9394,30.1-40MB,Paid,4.99,Everyone,Puzzle,274
EDUCATION,4.5,342918,0.1-10MB,Free,0.0,Everyone,Education,33
PRODUCTIVITY,4.2,1623,0.1-10MB,Free,0.0,Everyone,Productivity,178
COMMUNICATION,4.4,63576,Varies with device,Free,0.0,Everyone,Communication,29
FAMILY,4.2,1749,0.1-10MB,Free,0.0,Everyone,Casual,245
MEDICAL,3.4,650,20.1-30MB,Free,0.0,Everyone,Medical,39
GAME,4.4,45871,90.1-100MB,Free,0.0,Teen,Action,480
FAMILY,4.5,278,Varies with device,Free,0.0,Everyone,Racing;Action & Adventure,51
ENTERTAINMENT,4.5,12216,10.1-20MB,Free,0.0,Teen,Entertainment,38
GAME,4.1,355,50.1-60MB,Free,0.0,Teen,Adventure,52
SHOPPING,4.1,28523,20.1-30MB,Free,0.0,Everyone,Shopping,28
EDUCATION,4.7,1107903,Varies with device,Free,0.0,Everyone,Education,29
FAMILY,3.4,267,0.1-10MB,Free,0.0,Everyone,Entertainment,541
GAME,4.3,11051,40.1-50MB,Free,0.0,Teen,Casino,67
FOOD_AND_DRINK,4.3,19373,40.1-50MB,Free,0.0,Everyone,Food & Drink,31
GAME,4.6,3883589,50.1-60MB,Free,0.0,Everyone,Casual,36
TOOLS,4.0,885,0.1-10MB,Free,0.0,Everyone,Tools,1036
HEALTH_AND_FITNESS,4.3,2,0.1-10MB,Free,0.0,Everyone,Health & Fitness,53
MEDICAL,4.7,10,0.1-10MB,Free,0.0,Everyone,Medical,87
MAPS_AND_NAVIGATION,4.9,124,0.1-10MB,Free,0.0,Everyone,Maps & Navigation,158
EDUCATION,4.7,9888,Varies with device,Free,0.0,Everyone,Education,32
PERSONALIZATION,4.3,1,10.1-20MB,Free,0.0,Everyone,Personalization,140
MEDICAL,4.4,1517,0.1-10MB,Free,0.0,Everyone,Medical,49
GAME,4.3,8537,20.1-30MB,Free,0.0,Everyone 10+,Action,1032
TRAVEL_AND_LOCAL,4.0,33782,0.1-10MB,Free,0.0,Everyone,Travel & Local,51
NEWS_AND_MAGAZINES,4.1,49259,Varies with device,Free,0.0,Everyone 10+,News & Magazines,29
DATING,4.5,182986,70.1-80MB,Free,0.0,Mature 17+,Dating,29
FAMILY,4.7,24557,20.1-30MB,Free,0.0,Everyone,Casual;Creativity,28
ENTERTAINMENT,3.1,5241,Varies with device,Free,0.0,Everyone,Entertainment,86
FINANCE,4.3,7215,10.1-20MB,Free,0.0,Everyone,Finance,39
MAPS_AND_NAVIGATION,4.3,334,0.1-10MB,Free,0.0,Everyone,Maps & Navigation,738
MEDICAL,3.9,6266,30.1-40MB,Free,0.0,Everyone,Medical,101
PERSONALIZATION,4.8,3283,0.1-10MB,Free,0.0,Everyone,Personalization,1414
MAPS_AND_NAVIGATION,3.5,8,30.1-40MB,Free,0.0,Everyone,Maps & Navigation,395
PRODUCTIVITY,3.8,637,0.1-10MB,Free,0.0,Everyone,Productivity,304
BUSINESS,4.3,10,0.1-10MB,Free,0.0,Everyone,Business,142
GAME,4.5,148945,40.1-50MB,Free,0.0,Everyone,Casual,45
VIDEO_PLAYERS,4.1,45744,Varies with device,Free,0.0,Everyone,Video Players & Editors,819
GAME,4.3,2,20.1-30MB,Free,0.0,Everyone,Word,173
FOOD_AND_DRINK,3.8,22513,10.1-20MB,Free,0.0,Everyone,Food & Drink,102
EDUCATION,4.1,200058,10.1-20MB,Free,0.0,Everyone,Education,42
FINANCE,4.2,348132,Varies with device,Free,0.0,Everyone,Finance,36
BUSINESS,4.8,6,0.1-10MB,Free,0.0,Everyone,Business,24
SPORTS,4.3,0,20.1-30MB,Free,0.0,Everyone,Sports,193
HOUSE_AND_HOME,4.5,8481,0.1-10MB,Free,0.0,Everyone,House & Home,28
MEDICAL,4.2,4303,Varies with device,Free,0.0,Everyone,Medical,724
PHOTOGRAPHY,4.5,10859051,Varies with device,Free,0.0,Everyone,Photography,25
MEDICAL,4.2,4559,0.1-10MB,Free,0.0,Everyone,Medical,35
BEAUTY,4.3,182,0.1-10MB,Free,0.0,Everyone 10+,Beauty,345
SOCIAL,4.3,5,Varies with device,Free,0.0,Teen,Social,81
LIFESTYLE,3.3,3,0.1-10MB,Free,0.0,Everyone,Lifestyle,1081
LIFESTYLE,4.0,53144,20.1-30MB,Free,0.0,Everyone,Lifestyle,49
GAME,4.6,14989,70.1-80MB,Free,0.0,Teen,Card,56
SPORTS,4.2,36183,10.1-20MB,Free,0.0,Teen,Sports,223
EVENTS,4.7,120,0.1-10MB,Free,0.0,Everyone,Events,37
TOOLS,3.5,138,0.1-10MB,Paid,4.99,Everyone,Tools,1275
HEALTH_AND_FITNESS,4.3,2,0.1-10MB,Free,0.0,Teen,Health & Fitness,291
FAMILY,4.6,41,0.1-10MB,Free,0.0,Everyone,Education,420
TOOLS,4.4,8259,0.1-10MB,Free,0.0,Everyone,Tools,44
NEWS_AND_MAGAZINES,2.8,636,0.1-10MB,Free,0.0,Everyone,News & Magazines,84
FAMILY,4.3,14,0.1-10MB,Free,0.0,Teen,Entertainment,41
MEDICAL,4.2,1135,10.1-20MB,Paid,9.0,Everyone,Medical,46
EDUCATION,4.4,1769,Varies with device,Free,0.0,Everyone,Education,51
FAMILY,4.9,16,0.1-10MB,Free,0.0,Everyone,Education,405
FAMILY,4.3,82471,Varies with device,Free,0.0,Everyone,Entertainment;Music & Video,57
PHOTOGRAPHY,4.6,11677,10.1-20MB,Free,0.0,Everyone,Photography,57
SPORTS,3.7,818,0.1-10MB,Free,0.0,Everyone,Sports,814
TOOLS,3.3,472,0.1-10MB,Free,0.0,Everyone,Tools,318
BOOKS_AND_REFERENCE,4.7,263,0.1-10MB,Free,0.0,Everyone,Books & Reference,1338
MAPS_AND_NAVIGATION,3.7,20605,Varies with device,Free,0.0,Everyone,Maps & Navigation,25
FAMILY,4.3,2,0.1-10MB,Free,0.0,Everyone,Education,283
SOCIAL,4.1,382120,20.1-30MB,Free,0.0,Everyone,Social,36
MEDICAL,5.0,2,20.1-30MB,Free,0.0,Everyone,Medical,51
TOOLS,4.5,429580,Varies with device,Free,0.0,Everyone,Tools,168
LIBRARIES_AND_DEMO,4.3,411,90.1-100MB,Free,0.0,Everyone,Libraries & Demo,84
COMMUNICATION,4.4,7,0.1-10MB,Free,0.0,Everyone,Communication,1058
ART_AND_DESIGN,4.2,44829,10.1-20MB,Free,0.0,Teen,Art & Design,151
LIFESTYLE,4.3,601,0.1-10MB,Free,0.0,Everyone,Lifestyle,254
SPORTS,4.6,1238,0.1-10MB,Free,0.0,Everyone,Sports,228
PRODUCTIVITY,4.2,30291,Varies with device,Free,0.0,Everyone,Productivity,94
GAME,4.7,990796,70.1-80MB,Free,0.0,Everyone,Action,99
FAMILY,4.4,16459,80.1-90MB,Free,0.0,Everyone,Entertainment,412
GAME,3.4,256,0.1-10MB,Free,0.0,Everyone,Action,631
GAME,4.3,224514,80.1-90MB,Free,0.0,Teen,Strategy,44
TOOLS,4.5,85387,0.1-10MB,Free,0.0,Everyone,Tools,59
PRODUCTIVITY,4.2,21507,0.1-10MB,Free,0.0,Everyone,Productivity,365
BUSINESS,4.3,0,0.1-10MB,Free,0.0,Everyone,Business,171
FINANCE,4.7,20535,Varies with device,Free,0.0,Everyone,Finance,31
SPORTS,3.3,974,30.1-40MB,Free,0.0,Everyone,Sports,30
FAMILY,4.2,419375,30.1-40MB,Free,0.0,Everyone 10+,Casual,801
PHOTOGRAPHY,4.7,142758,20.1-30MB,Free,0.0,Everyone,Photography,56
FAMILY,5.0,5,60.1-70MB,Free,0.0,Everyone,Education,417
PERSONALIZATION,4.3,0,10.1-20MB,Free,0.0,Teen,Personalization,698
SHOPPING,4.6,5916569,Varies with device,Free,0.0,Teen,Shopping,25
MEDICAL,4.8,12,10.1-20MB,Paid,19.99,Everyone,Medical,452
SPORTS,4.1,7,0.1-10MB,Paid,3.49,Everyone,Sports,870
BOOKS_AND_REFERENCE,4.3,10,0.1-10MB,Free,0.0,Everyone,Books & Reference,373
AUTO_AND_VEHICLES,4.6,13372,Varies with device,Free,0.0,Everyone,Auto & Vehicles,28
PRODUCTIVITY,4.6,27135,Varies with device,Paid,4.99,Everyone,Productivity,99
COMMUNICATION,4.3,2,0.1-10MB,Free,0.0,Everyone,Communication,541
PERSONALIZATION,3.8,24198,0.1-10MB,Free,0.0,Everyone,Personalization,1513
GAME,4.0,103199,40.1-50MB,Free,0.0,Teen,Action,29
GAME,4.7,171448,10.1-20MB,Free,0.0,Teen,Puzzle,28
WEATHER,4.5,13426,10.1-20MB,Free,0.0,Everyone,Weather,45
HEALTH_AND_FITNESS,4.4,2599,0.1-10MB,Free,0.0,Mature 17+,Health & Fitness,234
FAMILY,4.3,931503,30.1-40MB,Free,0.0,Teen,Simulation,46
BUSINESS,4.3,0,0.1-10MB,Free,0.0,Everyone,Business,284
DATING,2.7,3,0.1-10MB,Free,0.0,Mature 17+,Dating,45
FAMILY,4.4,761,10.1-20MB,Free,0.0,Everyone,Education,694
FINANCE,4.1,70782,40.1-50MB,Free,0.0,Everyone,Finance,37
MAPS_AND_NAVIGATION,2.7,89,0.1-10MB,Free,0.0,Mature 17+,Maps & Navigation,31
ENTERTAINMENT,3.7,18523,Varies with device,Free,0.0,Teen,Entertainment,60
FAMILY,4.0,105,0.1-10MB,Free,0.0,Everyone,Simulation,639
ART_AND_DESIGN,4.2,85,0.1-10MB,Free,0.0,Everyone,Art & Design,257
TOOLS,3.5,11,0.1-10MB,Free,0.0,Everyone,Tools,167
COMMUNICATION,4.3,4785892,10.1-20MB,Free,0.0,Everyone,Communication,84
VIDEO_PLAYERS,4.1,7624,0.1-10MB,Free,0.0,Everyone,Video Players & Editors,133
LIFESTYLE,4.3,1118201,Varies with device,Free,0.0,Mature 17+,Lifestyle,38
PERSONALIZATION,4.5,164,30.1-40MB,Free,0.0,Everyone,Personalization,43
NEWS_AND_MAGAZINES,4.0,4,0.1-10MB,Free,0.0,Everyone,News & Magazines,37
PARENTING,4.7,107,90.1-100MB,Free,0.0,Teen,Parenting,53
LIBRARIES_AND_DEMO,4.3,487,0.1-10MB,Free,0.0,Everyone,Libraries & Demo,227
VIDEO_PLAYERS,3.9,54815,Varies with device,Free,0.0,Everyone,Video Players & Editors,121
ART_AND_DESIGN,4.7,149,0.1-10MB,Paid,1.99,Everyone,Art & Design,32
GAME,4.0,47151,30.1-40MB,Free,0.0,Everyone 10+,Action,248
SHOPPING,4.5,6200739,10.1-20MB,Free,0.0,Everyone,Shopping,28
BUSINESS,2.0,9,0.1-10MB,Free,0.0,Everyone,Business,448
SOCIAL,4.4,2955326,Varies with device,Free,0.0,Mature 17+,Social,30
SPORTS,4.3,24,0.1-10MB,Free,0.0,Everyone,Sports,62
TOOLS,4.1,981,0.1-10MB,Free,0.0,Everyone,Tools,2725
BUSINESS,4.5,43,90.1-100MB,Free,0.0,Everyone,Business,42
GAME,3.8,83671,20.1-30MB,Free,0.0,Everyone 10+,Racing,119
ART_AND_DESIGN,4.4,13791,30.1-40MB,Free,0.0,Everyone,Art & Design,345
GAME,3.5,4575,0.1-10MB,Free,0.0,Everyone,Arcade,328
NEWS_AND_MAGAZINES,2.8,33,30.1-40MB,Free,0.0,Everyone,News & Magazines,86
SOCIAL,4.5,457197,Varies with device,Free,0.0,Teen,Social,28
GAME,4.3,10485334,20.1-30MB,Free,0.0,Everyone,Casual,98
BUSINESS,4.4,62272,10.1-20MB,Free,0.0,Everyone,Business,66
MEDICAL,4.5,72167,10.1-20MB,Free,0.0,Everyone,Medical,44
DATING,3.9,8722,10.1-20MB,Free,0.0,Mature 17+,Dating,72
BOOKS_AND_REFERENCE,2.7,68,80.1-90MB,Free,0.0,Everyone,Books & Reference,121
PRODUCTIVITY,3.8,1205,0.1-10MB,Free,0.0,Everyone,Productivity,82
PERSONALIZATION,5.0,5,0.1-10MB,Paid,0.99,Everyone,Personalization,128
ENTERTAINMENT,4.6,243747,Varies with device,Free,0.0,Teen,Entertainment,29
MEDICAL,4.5,453,10.1-20MB,Free,0.0,Everyone,Medical,420
BUSINESS,4.3,0,70.1-80MB,Free,0.0,Everyone,Business,162
BOOKS_AND_REFERENCE,4.3,2,0.1-10MB,Free,0.0,Everyone,Books & Reference,396
MEDICAL,4.3,0,20.1-30MB,Free,0.0,Everyone,Medical,49
MEDICAL,3.5,19,0.1-10MB,Free,0.0,Everyone,Medical,111
FAMILY,4.3,0,Varies with device,Free,0.0,Everyone,Strategy,36
PARENTING,4.4,11501,10.1-20MB,Free,0.0,Everyone,Parenting,32
FAMILY,4.0,179,10.1-20MB,Paid,0.99,Everyone,Puzzle,135
SHOPPING,4.7,67071,30.1-40MB,Free,0.0,Everyone,Shopping,30
HEALTH_AND_FITNESS,4.4,69395,Varies with device,Free,0.0,Everyone,Health & Fitness,28
FAMILY,4.3,382,10.1-20MB,Paid,2.99,Everyone,Education;Action & Adventure,542
TOOLS,3.8,4264,10.1-20MB,Free,0.0,Everyone,Tools,1511
LIBRARIES_AND_DEMO,4.1,923,0.1-10MB,Free,0.0,Everyone,Libraries & Demo,1051
TOOLS,3.5,154,0.1-10MB,Free,0.0,Everyone,Tools,724
MAPS_AND_NAVIGATION,4.3,88,0.1-10MB,Free,0.0,Everyone,Maps & Navigation,29
BUSINESS,3.8,14760,0.1-10MB,Free,0.0,Everyone,Business,212
AUTO_AND_VEHICLES,4.3,1,0.1-10MB,Free,0.0,Everyone,Auto & Vehicles,126
PERSONALIZATION,4.6,6459626,Varies with device,Free,0.0,Teen,Personalization,43
LIFESTYLE,4.5,31,0.1-10MB,Free,0.0,Everyone,Lifestyle,132
GAME,4.2,139432,0.1-10MB,Free,0.0,Everyone,Adventure,1745
VIDEO_PLAYERS,4.3,23,0.1-10MB,Free,0.0,Everyone,Video Players & Editors,155
COMMUNICATION,4.6,2083237,Varies with device,Free,0.0,Everyone,Communication,31
FAMILY,4.1,313,30.1-40MB,Paid,2.99,Everyone 10+,Strategy,777
SHOPPING,4.2,9975,10.1-20MB,Free,0.0,Everyone,Shopping,221
LIFESTYLE,2.6,680,50.1-60MB,Free,0.0,Everyone,Lifestyle,346
TRAVEL_AND_LOCAL,4.6,263525,Varies with device,Free,0.0,Everyone,Travel & Local,27
TOOLS,5.0,2,0.1-10MB,Paid,1.99,Everyone,Tools,108
GAME,4.5,1736105,10.1-20MB,Free,0.0,Mature 17+,Action,1568
TOOLS,4.3,10,10.1-20MB,Free,0.0,Everyone,Tools,32
TOOLS,4.0,2055,0.1-10MB,Free,0.0,Everyone,Tools,144
COMMUNICATION,4.3,541389,Varies with device,Free,0.0,Everyone,Communication,53
PERSONALIZATION,4.3,181399,Varies with device,Free,0.0,Everyone,Personalization,266
FAMILY,4.0,20977,20.1-30MB,Free,0.0,Everyone,Simulation,74
GAME,3.4,148177,70.1-80MB,Free,0.0,Everyone,Arcade,35
FAMILY,4.3,3,0.1-10MB,Free,0.0,Teen,Puzzle,638
FAMILY,4.5,516,20.1-30MB,Free,0.0,Everyone,Education;Education,618
FOOD_AND_DRINK,4.0,43614,20.1-30MB,Free,0.0,Everyone,Food & Drink,688
AUTO_AND_VEHICLES,4.2,52530,0.1-10MB,Free,0.0,Everyone,Auto & Vehicles,46
LIFESTYLE,3.0,4710,Varies with device,Free,0.0,Everyone,Lifestyle,303
