Category,Rating,Reviews,Size,Type,Price,Content Rating,Genres,Last Updated
FAMILY,4.4,397147,Varies with device,Free,0,Teen,Entertainment,"August 2, 2018"
FAMILY,4.1,200214,10.1-20MB,Free,0,Everyone,Education,"August 6, 2018"
MEDICAL,4.3,10,0.1-10MB,Free,0,Everyone,Medical,"March 14, 2015"
MEDICAL,4.5,2923,20.1-30MB,Paid,24.99,Everyone,Medical,"May 25, 2018"
FAMILY,4.4,6715,0.1-10MB,Free,0,Mature 17+,Entertainment,"July 20, 2018"
PHOTOGRAPHY,4.3,0,0.1-10MB,Free,0,Everyone,Photography,"September 20, 2017"
PRODUCTIVITY,4.2,133,0.1-10MB,Free,0,Everyone,Productivity,"January 12, 2018"
FAMILY,4.5,472247,Varies with device,Free,0,Everyone,Puzzle,"July 31, 2018"
FAMILY,4.3,2,60.1-70MB,Free,0,Everyone,Education,"June 18, 2017"
LIFESTYLE,4.7,113,10.1-20MB,Free,0,Everyone,Lifestyle,"September 30, 2016"
NEWS_AND_MAGAZINES,4.3,978,0.1-10MB,Free,0,Everyone,News & Magazines,"May 12, 2018"
GAME,4.5,5849,0.1-10MB,Free,0,Everyone,Trivia,"September 13, 2017"
FAMILY,5.0,1,30.1-40MB,Paid,19.99,Everyone,Education,"May 26, 2014"
GAME,4.1,9898,60.1-70MB,Free,0,Mature 17+,Action,"February 15, 2018"
FINANCE,4.0,36,40.1-50MB,Paid,399.99,Everyone,Finance,"June 25, 2018"
GAME,4.6,5419676,90.1-100MB,Free,0,Everyone,Sports,"June 13, 2018"
SPORTS,4.9,195,20.1-30MB,Free,0,Everyone,Sports,"August 1, 2018"
SHOPPING,4.2,171584,10.1-20MB,Free,0,Everyone,Shopping,"July 26, 2018"
AUTO_AND_VEHICLES,4.3,2,10.1-20MB,Paid,9.99,Everyone,Auto & Vehicles,"June 25, 2018"
FAMILY,4.2,13752,20.1-30MB,Paid,9.99,Mature 17+,Strategy,"October 24, 2017"
FAMILY,4.6,124,20.1-30MB,Free,0,Everyone,Education,"April 17, 2018"
PERSONALIZATION,4.3,1,10.1-20MB,Free,0,Teen,Personalization,"June 13, 2016"
BUSINESS,3.9,213,0.1-10MB,Free,0,Everyone,Business,"June 9, 2018"
FAMILY,3.2,3069,10.1-20MB,Free,0,Teen,Entertainment,"May 24, 2018"
HOUSE_AND_HOME,4.5,39123,Varies with device,Free,0,Everyone,House & Home,"August 3, 2018"
TOOLS,3.9,27,0.1-10MB,Free,0,Everyone,Tools,"April 26, 2017"
SPORTS,4.5,207,0.1-10MB,Free,0,Everyone,Sports,"November 13, 2017"
LIFESTYLE,4.2,23164,0.1-10MB,Free,0,Mature 17+,Lifestyle,"July 24, 2018"
PRODUCTIVITY,4.2,145088,20.1-30MB,Free,0,Everyone,Productivity,"July 23, 2018"
TOOLS,3.8,39,0.1-10MB,Free,0,Teen,Tools,"October 17, 2014"
GAME,4.5,197979,Varies with device,Free,0,Teen,Card,"August 7, 2018"
GAME,4.3,1167143,10.1-20MB,Free,0,Everyone,Arcade,"September 20, 2017"
FAMILY,3.8,762,0.1-10MB,Free,0,Everyone,Education,"February 1, 2017"
BEAUTY,4.4,2280,20.1-30MB,Free,0,Everyone,Beauty,"May 14, 2018"
TOOLS,4.2,5463,0.1-10MB,Free,0,Everyone,Tools,"August 25, 2017"
HEALTH_AND_FITNESS,5.0,18,10.1-20MB,Free,0,Everyone,Health & Fitness,"February 6, 2018"
BOOKS_AND_REFERENCE,4.4,47,0.1-10MB,Paid,3.08,Everyone,Books & Reference,"May 27, 2016"
PERSONALIZATION,4.1,2645,0.1-10MB,Paid,0.99,Everyone,Personalization,"December 20, 2015"
SHOPPING,4.2,16966,30.1-40MB,Free,0,Everyone,Shopping,"July 12, 2018"
MEDICAL,5.0,1,20.1-30MB,Free,0,Everyone,Medical,"April 3, 2017"
PRODUCTIVITY,4.3,0,30.1-40MB,Free,0,Everyone,Productivity,"June 8, 2018"
FOOD_AND_DRINK,3.7,3,20.1-30MB,Free,0,Everyone,Food & Drink,"March 5, 2018"
TOOLS,4.4,51,0.1-10MB,Free,0,Everyone,Tools,"May 21, 2018"
WEATHER,4.8,892,10.1-20MB,Free,0,Everyone,Weather,"July 17, 2018"
TOOLS,4.2,676,0.1-10MB,Free,0,Everyone,Tools,"July 31, 2018"
FAMILY,4.3,4551,70.1-80MB,Free,0,Everyone,Simulation,"December 26, 2017"
SPORTS,4.2,82882,Varies with device,Free,0,Everyone,Sports,"July 30, 2018"
FAMILY,4.3,472584,90.1-100MB,Free,0,Everyone,Simulation;Action & Adventure,"August 2, 2018"
DATING,4.5,61637,10.1-20MB,Free,0,Mature 17+,Dating,"July 31, 2018"
GAME,3.4,2218,10.1-20MB,Free,0,Everyone,Arcade,"October 18, 2017"
DATING,2.8,80,0.1-10MB,Free,0,Teen,Dating,"November 6, 2017"
TRAVEL_AND_LOCAL,4.3,0,20.1-30MB,Free,0,Everyone,Travel & Local,"May 20, 2018"
BUSINESS,3.9,23243,Varies with device,Free,0,Everyone,Business,"June 25, 2018"
FAMILY,4.8,38,0.1-10MB,Free,0,Everyone,Entertainment,"June 15, 2018"
MEDICAL,4.6,5,10.1-20MB,Free,0,Everyone,Medical,"August 3, 2018"
PHOTOGRAPHY,4.6,126337,0.1-10MB,Free,0,Everyone,Photography,"March 15, 2017"
EVENTS,4.5,1953,Varies with device,Free,0,Teen,Events,"August 1, 2018"
FINANCE,3.9,25205,Varies with device,Free,0,Everyone,Finance,"July 27, 2018"
BUSINESS,5.0,2,0.1-10MB,Free,0,Everyone,Business,"June 3, 2017"
PERSONALIZATION,4.3,0,0.1-10MB,Free,0,Everyone,Personalization,"May 6, 2018"
FINANCE,4.3,231,10.1-20MB,Free,0,Everyone,Finance,"September 15, 2017"
FINANCE,4.3,0,0.1-10MB,Free,0,Everyone,Finance,"July 9, 2018"
FAMILY,4.1,3863,40.1-50MB,Paid,2.99,Everyone,Sports;Action & Adventure,"May 24, 2018"
WEATHER,4.5,3252,0.1-10MB,Free,0,Everyone,Weather,"June 25, 2017"
ENTERTAINMENT,4.6,3771,50.1-60MB,Paid,2.99,Mature 17+,Entertainment,"August 3, 2018"
LIFESTYLE,4.3,8,0.1-10MB,Free,0,Everyone,Lifestyle,"June 12, 2018"
GAME,4.7,416,10.1-20MB,Paid,2.99,Teen,Action,"January 12, 2017"
FOOD_AND_DRINK,4.3,151080,Varies with device,Free,0,Everyone,Food & Drink,"July 27, 2018"
GAME,4.1,650114,70.1-80MB,Free,0,Teen,Action,"July 3, 2018"
PRODUCTIVITY,4.0,11,0.1-10MB,Free,0,Everyone,Productivity,"November 27, 2015"
PRODUCTIVITY,4.3,0,30.1-40MB,Free,0,Everyone,Productivity,"June 25, 2018"
FAMILY,4.3,28151,10.1-20MB,Free,0,Everyone 10+,Role Playing,"June 4, 2015"
FAMILY,4.8,1304467,60.1-70MB,Free,0,Everyone,Strategy,"July 27, 2018"
FAMILY,4.1,133,40.1-50MB,Free,0,Everyone,Casual,"July 23, 2018"
PRODUCTIVITY,3.4,617,40.1-50MB,Free,0,Everyone,Productivity,"April 17, 2018"
GAME,4.1,29798,70.1-80MB,Free,0,Mature 17+,Action,"March 6, 2017"
FAMILY,4.3,0,0.1-10MB,Free,0,Everyone,Role Playing,"February 6, 2018"
FAMILY,4.1,51895,20.1-30MB,Free,0,Everyone,Educational;Brain Games,"June 16, 2018"
PRODUCTIVITY,4.3,3,20.1-30MB,Free,0,Everyone,Productivity,"July 9, 2018"
TRAVEL_AND_LOCAL,4.2,42546,20.1-30MB,Free,0,Everyone,Travel & Local,"April 25, 2018"
MEDICAL,5.0,4,20.1-30MB,Free,0,Everyone,Medical,"August 2, 2018"
BUSINESS,4.3,23175,40.1-50MB,Free,0,Everyone,Business,"July 13, 2018"
COMMUNICATION,4.1,22782,0.1-10MB,Free,0,Everyone,Communication,"March 25, 2015"
WEATHER,4.2,189313,30.1-40MB,Free,0,Everyone,Weather,"August 6, 2018"
GAME,4.6,32506,80.1-90MB,Free,0,Everyone,Sports,"June 27, 2018"
PHOTOGRAPHY,4.3,527247,Varies with device,Free,0,Everyone,Photography,"February 1, 2018"
VIDEO_PLAYERS,1.9,105,0.1-10MB,Free,0,Everyone,Video Players & Editors,"January 9, 2017"
FINANCE,4.3,0,0.1-10MB,Free,0,Everyone,Finance,"July 3, 2018"
BOOKS_AND_REFERENCE,4.3,7,0.1-10MB,Paid,2.99,Teen,Books & Reference,"April 28, 2018"
FAMILY,3.2,1011,Varies with device,Free,0,Teen,Entertainment,"July 13, 2018"
HEALTH_AND_FITNESS,4.2,1324,0.1-10MB,Free,0,Everyone,Health & Fitness,"January 29, 2018"
TOOLS,4.6,7,0.1-10MB,Free,0,Everyone,Tools,"February 23, 2018"
GAME,4.3,90415,80.1-90MB,Free,0,Everyone,Arcade,"July 24, 2018"
HEALTH_AND_FITNESS,4.6,1873523,Varies with device,Free,0,Everyone,Health & Fitness,"July 31, 2018"
FAMILY,3.9,249,20.1-30MB,Free,0,Everyone,Casual;Brain Games,"April 10, 2016"
GAME,4.6,2719142,20.1-30MB,Free,0,Teen,Simulation,"June 11, 2018"
PHOTOGRAPHY,4.2,302,0.1-10MB,Free,0,Everyone,Photography,"June 15, 2017"
SPORTS,3.8,926,0.1-10MB,Free,0,Everyone,Sports,"August 1, 2013"
FOOD_AND_DRINK,4.1,1920,Varies with device,Free,0,Everyone,Food & Drink,"July 31, 2018"
GAME,4.4,2975,40.1-50MB,Paid,1.99,Everyone,Arcade,"March 7, 2016"
TOOLS,3.0,262,30.1-40MB,Free,0,Everyone,Tools,"September 20, 2016"
FAMILY,3.9,60097,10.1-20MB,Free,0,Everyone,Entertainment;Pretend Play,"February 10, 2018"
FAMILY,4.3,2,10.1-20MB,Free,0,Everyone,Education,"July 15, 2018"
COMMUNICATION,4.5,7820209,Varies with device,Free,0,Everyone,Communication,"August 1, 2018"
GAME,3.7,91,20.1-30MB,Free,0,Everyone,Action,"December 25, 2016"
FAMILY,4.7,1327,40.1-50MB,Free,0,Everyone,Education;Education,"May 18, 2017"
FAMILY,4.8,33,0.1-10MB,Free,0,Everyone,Education,"January 27, 2017"
PERSONALIZATION,4.5,52,0.1-10MB,Free,0,Everyone,Personalization,"July 4, 2017"
MEDICAL,4.3,3,60.1-70MB,Paid,24.99,Everyone,Medical,"October 5, 2017"
PRODUCTIVITY,4.6,8,0.1-10MB,Free,0,Everyone,Productivity,"July 27, 2018"
PERSONALIZATION,4.2,7435,0.1-10MB,Free,0,Everyone,Personalization,"June 28, 2018"
LIFESTYLE,5.0,1,0.1-10MB,Paid,3.04,Everyone,Lifestyle,"May 29, 2016"
FAMILY,4.0,319777,Varies with device,Free,0,Teen,Entertainment,"August 3, 2018"
GAME,4.5,10256,30.1-40MB,Free,0,Everyone,Action,"December 11, 2017"
MEDICAL,4.3,1,20.1-30MB,Free,0,Everyone,Medical,"June 8, 2017"
MEDICAL,4.5,3320,0.1-10MB,Free,0,Everyone,Medical,"February 12, 2018"
BUSINESS,4.8,16,0.1-10MB,Free,0,Everyone,Business,"September 6, 2017"
TOOLS,4.4,2132,0.1-10MB,Free,0,Everyone,Tools,"July 3, 2013"
FAMILY,4.5,364013,20.1-30MB,Free,0,Everyone 10+,Role Playing,"August 6, 2018"
PHOTOGRAPHY,4.1,100179,90.1-100MB,Free,0,Everyone,Photography,"May 17, 2018"
PRODUCTIVITY,4.2,13500,Varies with device,Free,0,Everyone,Productivity,"December 11, 2017"
MAPS_AND_NAVIGATION,3.9,139,0.1-10MB,Free,0,Everyone,Maps & Navigation,"July 25, 2018"
NEWS_AND_MAGAZINES,2.6,13,0.1-10MB,Free,0,Everyone,News & Magazines,"November 1, 2016"
FAMILY,4.3,43060,90.1-100MB,Free,0,Everyone,Action;Action & Adventure,"June 29, 2018"
FAMILY,4.4,74744,50.1-60MB,Free,0,Everyone,Strategy,"July 26, 2018"
BOOKS_AND_REFERENCE,4.3,1,10.1-20MB,Paid,5.99,Everyone,Books & Reference,"September 2, 2015"
GAME,4.7,1115,30.1-40MB,Free,0,Everyone,Arcade,"July 7, 2017"
FAMILY,4.4,318867,0.1-10MB,Free,0,Everyone,Puzzle,"July 6, 2018"
GAME,5.0,11,0.1-10MB,Free,0,Everyone,Arcade,"March 11, 2017"
PHOTOGRAPHY,4.7,31985,0.1-10MB,Free,0,Everyone,Photography,"August 6, 2018"
DATING,3.3,4631,40.1-50MB,Free,0,Mature 17+,Dating,"August 4, 2018"
GAME,4.4,1381820,50.1-60MB,Free,0,Teen,Action,"March 14, 2017"
FOOD_AND_DRINK,4.5,5093,50.1-60MB,Free,0,Everyone,Food & Drink,"April 10, 2018"
PRODUCTIVITY,5.0,8,20.1-30MB,Free,0,Everyone,Productivity,"March 6, 2018"
TOOLS,3.6,216,0.1-10MB,Free,0,Everyone,Tools,"November 9, 2014"
GAME,4.3,6143,30.1-40MB,Free,0,Teen,Casino,"July 25, 2018"
FINANCE,4.5,4254,0.1-10MB,Free,0,Everyone,Finance,"August 29, 2017"
PHOTOGRAPHY,3.9,205,0.1-10MB,Free,0,Everyone,Photography,"July 29, 2017"
SPORTS,4.6,1641,0.1-10MB,Free,0,Everyone,Sports,"August 2, 2018"
PRODUCTIVITY,4.0,319,0.1-10MB,Free,0,Everyone,Productivity,"August 20, 2017"
FINANCE,3.6,10697,40.1-50MB,Free,0,Everyone,Finance,"July 18, 2018"
VIDEO_PLAYERS,4.4,38630,80.1-90MB,Free,0,Everyone,Video Players & Editors,"August 5, 2018"
SHOPPING,3.6,8820,30.1-40MB,Free,0,Everyone,Shopping,"July 25, 2018"
SOCIAL,4.5,313633,Varies with device,Free,0,Teen,Social,"July 25, 2018"
BOOKS_AND_REFERENCE,4.1,52312,10.1-20MB,Free,0,Teen,Books & Reference,"May 19, 2018"
HOUSE_AND_HOME,4.6,36857,10.1-20MB,Free,0,Everyone,House & Home,"July 25, 2018"
VIDEO_PLAYERS,4.1,1276,0.1-10MB,Free,0,Everyone,Video Players & Editors,"December 14, 2017"
NEWS_AND_MAGAZINES,4.3,1,0.1-10MB,Free,0,Everyone,News & Magazines,"July 2, 2018"
GAME,4.3,0,Varies with device,Paid,0.99,Everyone,Arcade,"July 31, 2017"
MEDICAL,4.3,168,0.1-10MB,Free,0,Everyone,Medical,"January 29, 2018"
PHOTOGRAPHY,4.5,462702,40.1-50MB,Free,0,Everyone,Photography,"August 1, 2018"
PERSONALIZATION,4.3,8,10.1-20MB,Free,0,Everyone,Personalization,"January 6, 2018"
FAMILY,3.8,12414,10.1-20MB,Free,0,Everyone,Entertainment,"August 4, 2017"
SHOPPING,4.0,15867,Varies with device,Free,0,Everyone,Shopping,"August 6, 2018"
FAMILY,3.9,3847,0.1-10MB,Free,0,Everyone,Puzzle,"January 3, 2018"
PHOTOGRAPHY,4.6,8,0.1-10MB,Free,0,Everyone,Photography,"December 4, 2016"
AUTO_AND_VEHICLES,4.0,5,30.1-40MB,Free,0,Everyone,Auto & Vehicles,"July 30, 2018"
FAMILY,4.6,584070,20.1-30MB,Free,0,Everyone 10+,Strategy,"July 18, 2018"
FAMILY,4.5,355613,50.1-60MB,Free,0,Teen,Role Playing,"August 2, 2018"
FAMILY,4.3,131,0.1-10MB,Free,0,Everyone,Entertainment,"November 29, 2017"
MAPS_AND_NAVIGATION,3.4,1147,10.1-20MB,Free,0,Everyone,Maps & Navigation,"May 28, 2018"
HEALTH_AND_FITNESS,4.4,708710,Varies with device,Free,0,Everyone,Health & Fitness,"July 12, 2018"
VIDEO_PLAYERS,3.9,244,Varies with device,Free,0,Everyone,Video Players & Editors,"June 23, 2016"
SPORTS,4.9,15883,20.1-30MB,Free,0,Everyone,Sports,"June 19, 2018"
TOOLS,3.6,11187,0.1-10MB,Free,0,Everyone,Tools,"March 17, 2017"
ART_AND_DESIGN,4.4,295221,Varies with device,Free,0,Everyone,Art & Design,"July 30, 2018"
SOCIAL,3.2,185,0.1-10MB,Free,0,Teen,Social,"October 20, 2017"
PERSONALIZATION,4.3,5413,0.1-10MB,Free,0,Everyone,Personalization,"July 28, 2018"
PHOTOGRAPHY,2.9,66,0.1-10MB,Free,0,Everyone,Photography,"November 16, 2016"
LIFESTYLE,3.7,6667,0.1-10MB,Free,0,Everyone,Lifestyle,"April 2, 2018"
TOOLS,4.3,0,10.1-20MB,Free,0,Everyone,Tools,"November 6, 2017"
TOOLS,4.5,1916,0.1-10MB,Free,0,Everyone,Tools,"December 31, 2015"
BUSINESS,4.3,2,0.1-10MB,Free,0,Everyone,Business,"June 4, 2015"
MEDICAL,4.2,6,20.1-30MB,Free,0,Everyone,Medical,"June 20, 2018"
GAME,4.2,41089,40.1-50MB,Free,0,Teen,Action,"July 25, 2018"
FAMILY,4.1,1143,10.1-20MB,Paid,2.99,Everyone 10+,Casual,"May 21, 2013"
HEALTH_AND_FITNESS,4.2,13799,Varies with device,Free,0,Teen,Health & Fitness,"July 31, 2018"
FINANCE,4.3,24729,30.1-40MB,Free,0,Everyone,Finance,"August 3, 2018"
PHOTOGRAPHY,4.1,5485,10.1-20MB,Free,0,Everyone,Photography,"April 28, 2016"
BUSINESS,4.0,6,0.1-10MB,Free,0,Everyone,Business,"May 14, 2018"
GAME,4.5,27722264,70.1-80MB,Free,0,Everyone 10+,Arcade,"July 12, 2018"
SOCIAL,4.1,6388,Varies with device,Free,0,Teen,Social,"December 5, 2017"
SPORTS,4.6,200,0.1-10MB,Paid,2.49,Everyone,Sports,"August 2, 2018"
NEWS_AND_MAGAZINES,5.0,3,Varies with device,Free,0,Everyone,News & Magazines,"May 29, 2016"
MAPS_AND_NAVIGATION,4.3,14110,0.1-10MB,Free,0,Everyone,Maps & Navigation,"July 24, 2018"
BUSINESS,4.3,674730,Varies with device,Free,0,Everyone,Business,"May 21, 2018"
FAMILY,4.5,4450890,60.1-70MB,Free,0,Everyone 10+,Adventure;Action & Adventure,"July 31, 2018"
DATING,4.4,12632,20.1-30MB,Free,0,Mature 17+,Dating,"July 27, 2018"
GAME,4.5,2,0.1-10MB,Paid,1.99,Everyone,Arcade,"November 13, 2015"
PHOTOGRAPHY,4.4,1490732,20.1-30MB,Free,0,Everyone,Photography,"July 19, 2018"
BUSINESS,4.0,6989,Varies with device,Free,0,Everyone,Business,"July 16, 2018"
FAMILY,3.9,6903,20.1-30MB,Free,0,Everyone,Educational;Pretend Play,"January 31, 2018"
FAMILY,5.0,2,0.1-10MB,Free,0,Everyone,Education,"July 22, 2017"
PHOTOGRAPHY,3.6,2526,Varies with device,Free,0,Everyone,Photography,"July 2, 2018"
COMMUNICATION,4.3,6,0.1-10MB,Free,0,Everyone,Communication,"July 5, 2016"
SPORTS,4.3,0,20.1-30MB,Free,0,Everyone,Sports,"March 18, 2018"
PERSONALIZATION,4.3,266401,Varies with device,Free,0,Everyone,Personalization,"August 4, 2018"
FAMILY,4.2,636,0.1-10MB,Free,0,Everyone,Casual,"June 21, 2018"
HEALTH_AND_FITNESS,4.5,9116,0.1-10MB,Free,0,Everyone,Health & Fitness,"July 30, 2018"
TOOLS,4.3,0,30.1-40MB,Free,0,Everyone,Tools,"July 31, 2018"
PERSONALIZATION,4.6,644,50.1-60MB,Free,0,Everyone,Personalization,"April 30, 2017"
DATING,4.0,187,10.1-20MB,Free,0,Mature 17+,Dating,"July 26, 2018"
SHOPPING,4.4,2788923,Varies with device,Free,0,Teen,Shopping,"July 30, 2018"
PHOTOGRAPHY,4.3,0,0.1-10MB,Free,0,Everyone,Photography,"July 23, 2018"
PHOTOGRAPHY,2.6,8,0.1-10MB,Free,0,Everyone,Photography,"November 21, 2017"
SPORTS,4.3,0,20.1-30MB,Free,0,Everyone,Sports,"April 23, 2018"
PRODUCTIVITY,4.3,3249518,40.1-50MB,Free,0,Everyone,Productivity,"August 2, 2018"
DATING,3.9,742,20.1-30MB,Free,0,Mature 17+,Dating,"April 7, 2018"
FAMILY,4.5,74,0.1-10MB,Free,0,Everyone,Entertainment,"November 22, 2017"
TOOLS,4.6,77302,Varies with device,Free,0,Everyone,Tools,"January 9, 2018"
PHOTOGRAPHY,4.6,98716,50.1-60MB,Free,0,Everyone,Photography,"August 1, 2018"
SPORTS,4.8,1697,10.1-20MB,Free,0,Everyone,Sports,"July 31, 2018"
LIFESTYLE,4.5,398307,10.1-20MB,Free,0,Everyone,Lifestyle,"July 25, 2018"
SPORTS,4.3,0,20.1-30MB,Free,0,Everyone,Sports,"March 18, 2018"
FAMILY,4.1,187,0.1-10MB,Free,0,Everyone,Entertainment,"September 13, 2016"
FOOD_AND_DRINK,4.6,11707,Varies with device,Free,0,Everyone,Food & Drink,"June 24, 2018"
HEALTH_AND_FITNESS,4.4,70416,20.1-30MB,Free,0,Everyone,Health & Fitness,"July 27, 2018"
GAME,4.3,8116142,60.1-70MB,Free,0,Everyone,Action,"July 5, 2018"
TRAVEL_AND_LOCAL,4.4,7,10.1-20MB,Free,0,Everyone,Travel & Local,"October 9, 2017"
GAME,4.3,1489,60.1-70MB,Free,0,Teen,Action,"May 13, 2018"
FINANCE,4.3,0,90.1-100MB,Free,0,Everyone,Finance,"September 27, 2017"
MEDICAL,4.3,10,20.1-30MB,Paid,74.99,Everyone,Medical,"June 25, 2018"
COMMUNICATION,2.2,62,30.1-40MB,Free,0,Everyone,Communication,"April 9, 2018"
MEDICAL,4.6,717,0.1-10MB,Paid,5.99,Everyone,Medical,"May 31, 2018"
TRAVEL_AND_LOCAL,3.9,13275,70.1-80MB,Free,0,Everyone,Travel & Local,"July 3, 2018"
FAMILY,4.7,27,0.1-10MB,Free,0,Everyone,Education,"January 20, 2016"
PRODUCTIVITY,4.2,16349,0.1-10MB,Free,0,Everyone,Productivity,"April 25, 2016"
FINANCE,4.4,32,0.1-10MB,Free,0,Everyone,Finance,"January 13, 2018"
BOOKS_AND_REFERENCE,4.6,244,0.1-10MB,Free,0,Everyone,Books & Reference,"April 22, 2016"
FINANCE,4.6,1231,10.1-20MB,Free,0,Everyone,Finance,"June 12, 2018"
COMMUNICATION,4.3,4604483,Varies with device,Free,0,Everyone,Communication,"August 2, 2018"
FAMILY,4.7,55,0.1-10MB,Free,0,Everyone,Education,"July 3, 2018"
SHOPPING,4.1,11798,Varies with device,Free,0,Everyone,Shopping,"May 10, 2018"
TOOLS,5.0,6,0.1-10MB,Free,0,Everyone,Tools,"June 5, 2018"
GAME,3.8,1088,80.1-90MB,Free,0,Teen,Action,"February 16, 2018"
TOOLS,4.6,18,0.1-10MB,Free,0,Everyone,Tools,"April 1, 2018"
FAMILY,4.6,190086,90.1-100MB,Paid,2.99,Everyone,Strategy,"July 13, 2018"
FINANCE,4.3,4642,0.1-10MB,Free,0,Everyone,Finance,"July 23, 2018"
GAME,4.5,4449910,60.1-70MB,Free,0,Everyone 10+,Adventure;Action & Adventure,"July 31, 2018"
SOCIAL,4.3,2,0.1-10MB,Free,0,Everyone,Social,"October 18, 2017"
GAME,3.8,16282,30.1-40MB,Free,0,Teen,Action,"October 9, 2017"
TOOLS,4.2,12147,0.1-10MB,Free,0,Everyone,Tools,"January 25, 2015"
FAMILY,4.1,942,0.1-10MB,Free,0,Everyone,Role Playing,"January 19, 2017"
COMICS,4.6,24005,0.1-10MB,Free,0,Adults only 18+,Comics,"July 4, 2018"
FAMILY,3.1,52,0.1-10MB,Free,0,Everyone,Entertainment,"May 4, 2017"
FAMILY,4.2,26426,20.1-30MB,Free,0,Everyone,Education;Education,"August 2, 2018"
FINANCE,4.4,188,0.1-10MB,Free,0,Everyone,Finance,"July 28, 2018"
GAME,3.1,440,0.1-10MB,Free,0,Everyone,Arcade,"November 26, 2012"
PRODUCTIVITY,4.4,1188154,20.1-30MB,Free,0,Everyone,Productivity,"June 14, 2018"
TRAVEL_AND_LOCAL,3.7,27560,40.1-50MB,Free,0,Everyone,Travel & Local,"July 31, 2018"
FAMILY,4.7,6,0.1-10MB,Free,0,Teen,Entertainment,"June 19, 2015"
PHOTOGRAPHY,4.2,240475,0.1-10MB,Free,0,Everyone,Photography,"November 22, 2017"
ENTERTAINMENT,4.0,29706,10.1-20MB,Free,0,Teen,Entertainment,"July 16, 2018"
BUSINESS,4.3,0,0.1-10MB,Free,0,Everyone,Business,"March 12, 2015"
DATING,3.4,13890,10.1-20MB,Free,0,Mature 17+,Dating,"June 19, 2018"
FINANCE,4.3,693,30.1-40MB,Free,0,Teen,Finance,"May 3, 2018"
LIBRARIES_AND_DEMO,3.5,126862,0.1-10MB,Free,0,Everyone,Libraries & Demo,"January 17, 2012"
BUSINESS,4.1,16129,Varies with device,Free,0,Everyone,Business,"July 30, 2018"
TOOLS,4.4,4847,0.1-10MB,Free,0,Everyone,Tools,"June 29, 2016"
MEDICAL,4.3,0,0.1-10MB,Free,0,Everyone,Medical,"July 31, 2018"
BUSINESS,4.4,74359,20.1-30MB,Free,0,Everyone,Business,"July 27, 2018"
FAMILY,4.3,218,20.1-30MB,Free,0,Everyone,Education,"February 15, 2018"
FAMILY,3.5,191,0.1-10MB,Free,0,Everyone,Entertainment,"May 18, 2018"
FAMILY,4.3,31705,40.1-50MB,Free,0,Everyone,Simulation,"November 6, 2017"
PERSONALIZATION,4.5,5783441,10.1-20MB,Free,0,Everyone,Personalization,"August 6, 2018"
BOOKS_AND_REFERENCE,4.5,568922,Varies with device,Free,0,Teen,Books & Reference,"August 1, 2018"
BUSINESS,4.3,6,0.1-10MB,Free,0,Teen,Business,"June 25, 2018"
DATING,4.1,305708,Varies with device,Free,0,Mature 17+,Dating,"August 2, 2018"
FINANCE,4.5,58,0.1-10MB,Free,0,Everyone,Finance,"December 9, 2015"
PRODUCTIVITY,1.9,63,0.1-10MB,Free,0,Everyone,Productivity,"September 27, 2016"
SPORTS,3.9,282727,60.1-70MB,Free,0,Everyone,Sports,"December 7, 2017"
DATING,4.2,40035,0.1-10MB,Free,0,Mature 17+,Dating,"July 27, 2018"
FAMILY,2.8,4,0.1-10MB,Free,0,Everyone,Education,"July 25, 2018"
TRAVEL_AND_LOCAL,3.7,871,40.1-50MB,Free,0,Everyone,Travel & Local,"October 27, 2017"
FAMILY,3.8,515,80.1-90MB,Free,0,Everyone,Simulation,"July 20, 2018"
FAMILY,4.7,6,0.1-10MB,Free,0,Everyone,Education,"April 1, 2018"
TOOLS,4.3,0,50.1-60MB,Free,0,Everyone,Tools,"September 19, 2017"
PHOTOGRAPHY,4.0,21159,30.1-40MB,Free,0,Everyone,Photography,"January 31, 2018"
PRODUCTIVITY,4.4,115072,Varies with device,Free,0,Everyone,Productivity,"July 31, 2018"
FAMILY,4.5,3935,0.1-10MB,Free,0,Mature 17+,Entertainment,"June 7, 2018"
FAMILY,4.8,4,20.1-30MB,Paid,14.99,Teen,Casual,"January 24, 2018"
FAMILY,4.6,60,0.1-10MB,Free,0,Everyone,Education,"May 1, 2016"
FINANCE,4.6,57493,Varies with device,Free,0,Everyone,Finance,"July 31, 2018"
FAMILY,4.5,114,60.1-70MB,Free,0,Everyone,Racing;Action & Adventure,"June 13, 2018"
FINANCE,4.2,11919,20.1-30MB,Free,0,Everyone,Finance,"July 27, 2018"
BOOKS_AND_REFERENCE,4.3,0,0.1-10MB,Paid,5.49,Everyone,Books & Reference,"August 17, 2014"
FAMILY,4.3,10,0.1-10MB,Free,0,Everyone,Entertainment,"April 14, 2018"
BEAUTY,4.3,0,0.1-10MB,Free,0,Everyone,Beauty,"March 23, 2018"
TOOLS,4.2,19096,0.1-10MB,Free,0,Everyone,Tools,"July 5, 2018"
FINANCE,4.0,2187,Varies with device,Free,0,Everyone,Finance,"August 1, 2018"
ART_AND_DESIGN,4.7,121,0.1-10MB,Free,0,Everyone,Art & Design;Creativity,"July 3, 2018"
GAME,4.4,4396,30.1-40MB,Free,0,Everyone,Trivia,"April 12, 2017"
