Category,Rating,Reviews,Size,Type,Price,Content Rating,Genres,Last Updated
GAME,4.4,22428456,70.1-80MB,Free,0,Everyone,Casual,"July 5, 2018"
LIFESTYLE,3.6,853,30.1-40MB,Free,0,Everyone,Lifestyle,"March 22, 2018"
MEDICAL,4.6,6035,0.1-10MB,Free,0,Everyone,Medical,"July 5, 2018"
FAMILY,4.4,860078,20.1-30MB,Free,0,Everyone,Simulation,"February 15, 2018"
PARENTING,4.6,60,0.1-10MB,Free,0,Everyone,Parenting,"April 1, 2018"
WEATHER,4.4,2053404,Varies with device,Free,0,Everyone,Weather,"August 6, 2018"
HEALTH_AND_FITNESS,4.6,524299,Varies with device,Free,0,Everyone,Health & Fitness,"June 29, 2018"
SOCIAL,3.8,108,0.1-10MB,Free,0,Teen,Social,"May 28, 2018"
FAMILY,4.8,51068,50.1-60MB,Paid,4.99,Teen,Role Playing,"June 21, 2018"
VIDEO_PLAYERS,4.4,25922,0.1-10MB,Free,0,Everyone,Video Players & Editors,"May 9, 2018"
FAMILY,4.4,7006,0.1-10MB,Free,0,Everyone,Education,"October 23, 2016"
GAME,4.5,26744,50.1-60MB,Free,0,Teen,Casino,"July 27, 2018"
PHOTOGRAPHY,4.7,142634,20.1-30MB,Free,0,Everyone,Photography,"July 6, 2018"
FAMILY,5.0,4,0.1-10MB,Free,0,Teen,Entertainment,"June 28, 2015"
COMMUNICATION,4.2,10790289,Varies with device,Free,0,Everyone,Communication,"July 26, 2018"
GAME,4.5,264282,40.1-50MB,Free,0,Teen,Casino,"July 12, 2018"
PARENTING,4.4,5343,0.1-10MB,Free,0,Everyone,Parenting,"March 30, 2018"
FAMILY,4.4,222308,0.1-10MB,Free,0,Everyone,Entertainment,"July 31, 2018"
PRODUCTIVITY,4.4,3031,Varies with device,Free,0,Everyone,Productivity,"March 23, 2018"
FAMILY,4.4,20368,30.1-40MB,Free,0,Teen,Role Playing,"December 15, 2016"
PRODUCTIVITY,4.2,182,0.1-10MB,Free,0,Everyone,Productivity,"April 28, 2018"
LIFESTYLE,4.3,127,0.1-10MB,Free,0,Everyone,Lifestyle,"June 3, 2016"
GAME,3.8,35572,Varies with device,Free,0,Teen,Arcade,"September 4, 2013"
PHOTOGRAPHY,4.3,2,0.1-10MB,Free,0,Everyone,Photography,"October 14, 2017"
ENTERTAINMENT,4.2,32458,10.1-20MB,Free,0,Everyone,Entertainment,"June 19, 2018"
PHOTOGRAPHY,4.2,401820,Varies with device,Free,0,Everyone,Photography,"April 27, 2018"
PHOTOGRAPHY,5.0,13,0.1-10MB,Free,0,Everyone,Photography,"September 12, 2017"
PHOTOGRAPHY,4.3,4865107,50.1-60MB,Free,0,Everyone,Photography,"August 6, 2018"
PHOTOGRAPHY,4.1,373606,Varies with device,Free,0,Everyone,Photography,"March 27, 2018"
GAME,3.4,1995,40.1-50MB,Free,0,Everyone,Action,"June 28, 2016"
MAPS_AND_NAVIGATION,4.4,102248,Varies with device,Free,0,Everyone,Maps & Navigation,"August 1, 2018"
FAMILY,3.7,3258,20.1-30MB,Free,0,Everyone,Casual,"March 4, 2016"
NEWS_AND_MAGAZINES,4.5,76677,0.1-10MB,Free,0,Everyone 10+,News & Magazines,"May 25, 2017"
TOOLS,4.5,14,0.1-10MB,Paid,0.99,Everyone,Tools,"October 26, 2017"
GAME,4.3,834117,40.1-50MB,Free,0,Teen,Action,"July 30, 2018"
GAME,4.7,1351089,Varies with device,Free,0,Everyone,Puzzle,"July 30, 2018"
FINANCE,3.7,155,0.1-10MB,Free,0,Everyone,Finance,"July 30, 2018"
GAME,3.6,2328,10.1-20MB,Free,0,Everyone,Action,"October 25, 2014"
FAMILY,4.5,3323,0.1-10MB,Free,0,Everyone,Casual;Pretend Play,"July 14, 2017"
FAMILY,3.5,13,40.1-50MB,Paid,0.99,Everyone,Simulation,"September 16, 2016"
SOCIAL,3.6,9,20.1-30MB,Free,0,Teen,Social,"July 5, 2018"
MAPS_AND_NAVIGATION,4.4,617477,Varies with device,Free,0,Everyone,Maps & Navigation,"August 5, 2018"
BUSINESS,4.3,1,20.1-30MB,Free,0,Everyone,Business,"June 25, 2018"
PERSONALIZATION,3.2,114,0.1-10MB,Free,0,Everyone,Personalization,"March 18, 2016"
FAMILY,4.5,10159,0.1-10MB,Free,0,Everyone,Education,"April 13, 2018"
SPORTS,4.3,0,20.1-30MB,Free,0,Everyone,Sports,"February 28, 2018"
FINANCE,4.3,1,20.1-30MB,Free,0,Everyone,Finance,"April 23, 2018"
LIBRARIES_AND_DEMO,4.7,2639,10.1-20MB,Free,0,Everyone,Libraries & Demo,"December 11, 2017"
FAMILY,4.5,19230,40.1-50MB,Free,0,Everyone,Educational;Brain Games,"July 12, 2018"
MAPS_AND_NAVIGATION,3.9,112,0.1-10MB,Free,0,Everyone,Maps & Navigation,"December 26, 2013"
SOCIAL,4.1,486830,Varies with device,Free,0,Mature 17+,Social,"June 21, 2018"
GAME,4.4,7614407,60.1-70MB,Free,0,Everyone,Casual,"July 26, 2018"
GAME,4.6,6344,30.1-40MB,Free,0,Everyone,Action,"April 4, 2018"
TRAVEL_AND_LOCAL,4.3,1,80.1-90MB,Paid,1.49,Everyone,Travel & Local,"March 19, 2017"
GAME,4.1,1167,70.1-80MB,Free,0,Teen,Action,"May 3, 2018"
FAMILY,4.7,12784,10.1-20MB,Free,0,Everyone,Entertainment,"August 4, 2018"
PRODUCTIVITY,4.3,0,40.1-50MB,Free,0,Everyone,Productivity,"May 17, 2017"
SHOPPING,4.1,5618,0.1-10MB,Free,0,Teen,Shopping,"May 9, 2018"
ENTERTAINMENT,4.2,123279,20.1-30MB,Free,0,Everyone 10+,Entertainment;Music & Video,"January 24, 2018"
FAMILY,4.2,82005,40.1-50MB,Free,0,Everyone 10+,Action;Action & Adventure,"October 24, 2017"
FAMILY,4.3,16,0.1-10MB,Free,0,Everyone,Education,"December 15, 2014"
SPORTS,3.9,9765,10.1-20MB,Free,0,Everyone,Sports,"May 1, 2017"
BUSINESS,4.3,0,0.1-10MB,Free,0,Everyone,Business,"May 9, 2017"
TRAVEL_AND_LOCAL,4.3,51,0.1-10MB,Free,0,Everyone,Travel & Local,"February 22, 2014"
TRAVEL_AND_LOCAL,4.4,48930,10.1-20MB,Free,0,Everyone,Travel & Local,"July 26, 2018"
TOOLS,4.3,6,0.1-10MB,Free,0,Everyone,Tools,"May 22, 2018"
TOOLS,4.2,1116393,0.1-10MB,Free,0,Everyone,Tools,"August 6, 2018"
FAMILY,3.2,4,0.1-10MB,Free,0,Everyone,Entertainment,"November 2, 2017"
FAMILY,4.4,86961,90.1-100MB,Free,0,Everyone,Casual;Action & Adventure,"June 5, 2018"
DATING,4.1,17268,30.1-40MB,Free,0,Mature 17+,Dating,"June 25, 2018"
BOOKS_AND_REFERENCE,3.1,50,0.1-10MB,Paid,1.99,Everyone,Books & Reference,"February 22, 2017"
FAMILY,4.3,104,10.1-20MB,Free,0,Everyone,Education;Education,"May 21, 2018"
COMMUNICATION,4.3,0,Varies with device,Free,0,Everyone,Communication,"July 27, 2018"
ENTERTAINMENT,4.6,50725,10.1-20MB,Free,0,Everyone,Entertainment,"May 25, 2018"
FAMILY,4.4,447,0.1-10MB,Free,0,Mature 17+,Entertainment,"April 4, 2018"
PHOTOGRAPHY,4.3,811693,40.1-50MB,Free,0,Everyone,Photography,"August 2, 2018"
BUSINESS,4.3,1,20.1-30MB,Free,0,Teen,Business,"May 30, 2018"
TOOLS,3.0,2,0.1-10MB,Free,0,Everyone,Tools,"October 10, 2017"
GAME,4.8,230849,80.1-90MB,Free,0,Everyone,Word,"August 2, 2018"
FAMILY,4.4,1091,40.1-50MB,Paid,2.99,Everyone,Education;Pretend Play,"December 5, 2013"
COMMUNICATION,4.1,29208,20.1-30MB,Free,0,Everyone,Communication,"September 28, 2016"
FAMILY,4.3,1,0.1-10MB,Free,0,Teen,Entertainment,"June 24, 2015"
LIFESTYLE,3.9,2042,0.1-10MB,Free,0,Everyone,Lifestyle,"August 28, 2015"
FAMILY,4.7,15,0.1-10MB,Free,0,Teen,Education,"November 10, 2017"
PHOTOGRAPHY,4.4,156322,Varies with device,Free,0,Everyone,Photography,"February 1, 2018"
GAME,3.9,24697,10.1-20MB,Free,0,Teen,Action,"July 10, 2015"
GAME,4.6,15403,20.1-30MB,Free,0,Everyone,Casual,"August 2, 2018"
PHOTOGRAPHY,4.2,17,0.1-10MB,Free,0,Everyone,Photography,"July 20, 2018"
FINANCE,4.9,7,0.1-10MB,Free,0,Everyone,Finance,"June 17, 2016"
BOOKS_AND_REFERENCE,4.3,14,0.1-10MB,Paid,0.99,Everyone,Books & Reference,"October 7, 2013"
PERSONALIZATION,4.6,66453,10.1-20MB,Free,0,Everyone,Personalization,"April 10, 2018"
GAME,4.4,30,40.1-50MB,Free,0,Everyone,Action,"July 2, 2018"
FAMILY,4.9,285,20.1-30MB,Free,0,Everyone,Education,"January 5, 2018"
TOOLS,4.1,38679,0.1-10MB,Free,0,Everyone,Tools,"February 1, 2018"
COMMUNICATION,4.5,2511130,Varies with device,Free,0,Everyone,Communication,"July 2, 2018"
GAME,4.3,31,20.1-30MB,Free,0,Everyone,Trivia,"August 31, 2017"
FAMILY,4.5,41,10.1-20MB,Free,0,Everyone,Education,"June 15, 2017"
FINANCE,4.5,6156,0.1-10MB,Free,0,Everyone,Finance,"May 9, 2017"
TOOLS,3.0,736,0.1-10MB,Free,0,Everyone,Tools,"July 5, 2017"
ENTERTAINMENT,3.7,197774,40.1-50MB,Free,0,Mature 17+,Entertainment,"June 25, 2018"
FINANCE,4.3,16600,20.1-30MB,Free,0,Everyone,Finance,"June 19, 2018"
PHOTOGRAPHY,4.4,10525,20.1-30MB,Free,0,Everyone,Photography,"July 27, 2018"
PERSONALIZATION,4.0,6263,10.1-20MB,Free,0,Everyone,Personalization,"July 12, 2018"
LIFESTYLE,2.8,48,10.1-20MB,Free,0,Everyone,Lifestyle,"September 27, 2017"
GAME,4.1,5341,0.1-10MB,Free,0,Teen,Action,"April 30, 2014"
FAMILY,3.7,7664,40.1-50MB,Free,0,Everyone,Casual;Pretend Play,"September 9, 2015"
BUSINESS,4.7,286897,30.1-40MB,Free,0,Everyone,Business,"May 30, 2017"
EDUCATION,4.3,3168,10.1-20MB,Free,0,Everyone,Education,"October 26, 2017"
SHOPPING,4.4,2788460,Varies with device,Free,0,Teen,Shopping,"July 30, 2018"
LIFESTYLE,3.8,411,0.1-10MB,Paid,299.99,Everyone,Lifestyle,"July 21, 2018"
ENTERTAINMENT,3.9,34923,Varies with device,Free,0,Teen,Entertainment,"July 27, 2018"
WEATHER,4.3,2143,Varies with device,Free,0,Everyone,Weather,"July 31, 2018"
GAME,3.7,53,10.1-20MB,Free,0,Everyone,Adventure,"February 23, 2015"
TOOLS,3.9,333,0.1-10MB,Free,0,Everyone,Tools,"February 3, 2016"
TOOLS,4.3,99290,0.1-10MB,Free,0,Everyone,Tools,"December 5, 2017"
COMICS,4.4,18814,Varies with device,Free,0,Mature 17+,Comics,"July 30, 2018"
PRODUCTIVITY,5.0,9,20.1-30MB,Free,0,Everyone,Productivity,"February 11, 2018"
MEDICAL,4.3,0,20.1-30MB,Free,0,Everyone,Medical,"May 23, 2018"
BOOKS_AND_REFERENCE,4.0,5300,10.1-20MB,Free,0,Everyone,Books & Reference,"November 28, 2017"
EVENTS,5.0,1,20.1-30MB,Free,0,Everyone,Events,"July 3, 2018"
ENTERTAINMENT,3.7,388089,Varies with device,Free,0,Teen,Entertainment,"April 12, 2018"
MAPS_AND_NAVIGATION,4.3,0,0.1-10MB,Free,0,Everyone 10+,Maps & Navigation,"February 19, 2016"
TRAVEL_AND_LOCAL,4.1,134,0.1-10MB,Free,0,Everyone,Travel & Local,"June 20, 2018"
AUTO_AND_VEHICLES,4.4,186648,40.1-50MB,Free,0,Everyone,Auto & Vehicles,"August 2, 2018"
SPORTS,4.3,41,0.1-10MB,Free,0,Everyone,Sports,"May 2, 2013"
HOUSE_AND_HOME,4.6,39189,Varies with device,Free,0,Everyone,House & Home,"July 30, 2018"
LIFESTYLE,4.6,10,0.1-10MB,Free,0,Everyone,Lifestyle,"July 18, 2018"
DATING,4.1,4953,10.1-20MB,Free,0,Teen,Dating,"August 1, 2018"
COMMUNICATION,4.1,10484169,Varies with device,Free,0,Everyone,Communication,"August 3, 2018"
FAMILY,4.1,3654,20.1-30MB,Free,0,Teen,Puzzle,"April 14, 2017"
FAMILY,3.8,10366,70.1-80MB,Free,0,Everyone,Education;Pretend Play,"July 24, 2018"
SHOPPING,4.4,6003590,Varies with device,Free,0,Teen,Shopping,"August 2, 2018"
PARENTING,4.3,67,10.1-20MB,Free,0,Everyone,Parenting;Education,"April 18, 2018"
GAME,4.5,49971,60.1-70MB,Free,0,Everyone,Arcade,"August 29, 2017"
LIBRARIES_AND_DEMO,4.3,5,0.1-10MB,Free,0,Everyone,Libraries & Demo,"April 23, 2018"
TRAVEL_AND_LOCAL,3.4,39,30.1-40MB,Paid,2.56,Everyone,Travel & Local,"July 20, 2013"
BOOKS_AND_REFERENCE,4.3,0,0.1-10MB,Free,0,Everyone,Books & Reference,"May 25, 2018"
GAME,4.4,208501,50.1-60MB,Free,0,Teen,Adventure,"July 23, 2018"
LIFESTYLE,2.3,853,80.1-90MB,Free,0,Everyone,Lifestyle,"July 20, 2018"
WEATHER,4.7,11118,0.1-10MB,Free,0,Everyone,Weather,"April 26, 2018"
MEDICAL,4.5,2921,20.1-30MB,Paid,24.99,Everyone,Medical,"May 25, 2018"
FAMILY,4.3,42432,30.1-40MB,Free,0,Everyone,Simulation,"July 13, 2016"
LIFESTYLE,3.7,41917,10.1-20MB,Free,0,Everyone,Lifestyle,"July 30, 2018"
BOOKS_AND_REFERENCE,4.5,124,Varies with device,Paid,2.99,Everyone,Books & Reference,"August 25, 2015"
GAME,4.7,59017,80.1-90MB,Free,0,Teen,Action,"July 3, 2018"
HEALTH_AND_FITNESS,3.5,8,0.1-10MB,Free,0,Everyone,Health & Fitness,"June 28, 2018"
FAMILY,4.3,3,20.1-30MB,Free,0,Everyone,Entertainment,"December 27, 2017"
FINANCE,3.6,52306,40.1-50MB,Free,0,Everyone,Finance,"July 27, 2018"
PRODUCTIVITY,4.5,112,0.1-10MB,Paid,7.99,Everyone,Productivity,"March 16, 2017"
PERSONALIZATION,4.2,97890,10.1-20MB,Paid,2.49,Everyone,Personalization,"August 24, 2016"
ENTERTAINMENT,3.6,2639,0.1-10MB,Free,0,Everyone,Entertainment,"February 7, 2018"
GAME,4.2,210317,40.1-50MB,Free,0,Everyone 10+,Adventure,"April 10, 2015"
FAMILY,4.6,19,0.1-10MB,Free,0,Everyone,Entertainment,"August 15, 2016"
SPORTS,4.3,401,0.1-10MB,Free,0,Everyone,Sports,"August 9, 2017"
GAME,4.5,2431,20.1-30MB,Free,0,Teen,Adventure,"November 3, 2017"
FAMILY,4.3,1065,60.1-70MB,Free,0,Everyone,Educational;Education,"May 13, 2018"
FAMILY,4.3,129603,20.1-30MB,Paid,2.99,Everyone 10+,Card;Action & Adventure,"February 11, 2016"
BUSINESS,4.7,11442,0.1-10MB,Paid,4.99,Everyone,Business,"March 25, 2018"
FAMILY,4.3,1,0.1-10MB,Free,0,Everyone,Education,"July 12, 2018"
TOOLS,4.0,19,0.1-10MB,Free,0,Everyone,Tools,"October 21, 2017"
COMMUNICATION,3.7,7,0.1-10MB,Free,0,Everyone,Communication,"October 2, 2017"
FAMILY,4.6,27,0.1-10MB,Free,0,Everyone,Education,"July 14, 2018"
TRAVEL_AND_LOCAL,4.1,76779,Varies with device,Free,0,Everyone,Travel & Local,"July 30, 2018"
FAMILY,4.5,174215,90.1-100MB,Free,0,Everyone,Simulation,"August 3, 2018"
HEALTH_AND_FITNESS,4.2,112384,0.1-10MB,Free,0,Everyone,Health & Fitness,"February 23, 2018"
GAME,5.0,5,10.1-20MB,Free,0,Everyone,Trivia,"August 6, 2018"
GAME,4.3,3904,0.1-10MB,Paid,2.99,Everyone 10+,Action,"September 10, 2014"
LIFESTYLE,3.8,4,10.1-20MB,Free,0,Everyone,Lifestyle,"January 6, 2017"
SOCIAL,4.5,25562,30.1-40MB,Free,0,Teen,Social,"August 2, 2018"
PRODUCTIVITY,4.6,267189,Varies with device,Free,0,Everyone,Productivity,"April 29, 2018"
COMMUNICATION,4.6,2264916,0.1-10MB,Free,0,Everyone,Communication,"July 31, 2018"
LIFESTYLE,4.8,28588,20.1-30MB,Free,0,Everyone,Lifestyle,"March 1, 2018"
BOOKS_AND_REFERENCE,4.3,1,10.1-20MB,Paid,5.49,Everyone,Books & Reference,"August 10, 2017"
SOCIAL,4.2,423138,Varies with device,Free,0,Mature 17+,Social,"July 9, 2018"
HEALTH_AND_FITNESS,4.6,37224,Varies with device,Free,0,Everyone,Health & Fitness,"June 13, 2018"
TOOLS,4.0,1,0.1-10MB,Free,0,Everyone,Tools,"June 20, 2018"
FAMILY,4.0,664,0.1-10MB,Free,0,Everyone,Education,"December 14, 2017"
TOOLS,3.7,23347,0.1-10MB,Free,0,Everyone,Tools,"May 28, 2018"
BUSINESS,4.3,542,20.1-30MB,Free,0,Everyone,Business,"April 17, 2018"
HEALTH_AND_FITNESS,4.5,7976,40.1-50MB,Free,0,Everyone,Health & Fitness,"July 9, 2018"
COMMUNICATION,4.0,1926,0.1-10MB,Free,0,Everyone,Communication,"December 16, 2015"
TOOLS,4.7,17861,Varies with device,Paid,3.99,Everyone,Tools,"May 6, 2018"
PRODUCTIVITY,3.9,162,0.1-10MB,Free,0,Everyone,Productivity,"May 14, 2018"
SPORTS,4.6,652940,80.1-90MB,Free,0,Teen,Sports,"July 5, 2018"
FAMILY,4.3,109,0.1-10MB,Free,0,Everyone,Education,"June 24, 2017"
HEALTH_AND_FITNESS,3.0,94,20.1-30MB,Free,0,Everyone,Health & Fitness,"July 9, 2018"
FINANCE,3.5,30,10.1-20MB,Free,0,Everyone,Finance,"May 27, 2018"
PARENTING,4.3,34,0.1-10MB,Free,0,Everyone,Parenting,"July 3, 2018"
SPORTS,4.0,1,0.1-10MB,Free,0,Everyone,Sports,"May 24, 2018"
PHOTOGRAPHY,4.2,215343,40.1-50MB,Free,0,Everyone,Photography,"July 14, 2018"
SOCIAL,4.2,305367,40.1-50MB,Free,0,Everyone,Social,"August 1, 2018"
BUSINESS,4.3,9,0.1-10MB,Free,0,Everyone,Business,"April 9, 2018"
TRAVEL_AND_LOCAL,4.7,1830388,Varies with device,Free,0,Everyone,Travel & Local,"August 6, 2018"
MAPS_AND_NAVIGATION,4.3,29768,Varies with device,Free,0,Everyone,Maps & Navigation,"August 4, 2018"
GAME,4.3,52199,Varies with device,Free,0,Teen,Casino,"May 18, 2017"
SHOPPING,4.3,2588,20.1-30MB,Free,0,Everyone,Shopping,"July 23, 2018"
SHOPPING,4.0,4,0.1-10MB,Free,0,Everyone,Shopping,"August 4, 2017"
EVENTS,4.1,110,0.1-10MB,Free,0,Teen,Events,"June 5, 2018"
SHOPPING,4.3,44071,50.1-60MB,Free,0,Everyone,Shopping,"July 19, 2018"
LIFESTYLE,4.3,1,10.1-20MB,Free,0,Everyone,Lifestyle,"December 12, 2016"
GAME,4.6,23134775,90.1-100MB,Free,0,Everyone 10+,Strategy,"June 27, 2018"
BUSINESS,4.3,32584,Varies with device,Free,0,Everyone,Business,"May 4, 2018"
TOOLS,3.4,71852,20.1-30MB,Free,0,Everyone,Tools,"May 23, 2018"
GAME,4.4,3017,30.1-40MB,Free,0,Mature 17+,Adventure,"January 2, 2018"
FAMILY,4.3,23,10.1-20MB,Free,0,Everyone,Entertainment,"May 29, 2018"
LIFESTYLE,1.9,71,20.1-30MB,Free,0,Everyone,Lifestyle,"May 8, 2017"
GAME,4.0,166033,20.1-30MB,Free,0,Everyone 10+,Arcade,"January 31, 2018"
COMMUNICATION,4.3,0,0.1-10MB,Paid,19.99,Everyone,Communication,"July 11, 2018"
COMMUNICATION,3.7,25,0.1-10MB,Free,0,Everyone,Communication,"February 6, 2017"
COMMUNICATION,4.4,552635,20.1-30MB,Free,0,Everyone,Communication,"August 1, 2018"
SHOPPING,4.5,6210998,10.1-20MB,Free,0,Everyone,Shopping,"August 3, 2018"
FAMILY,4.3,59152,40.1-50MB,Free,0,Everyone 10+,Role Playing,"March 29, 2018"
FAMILY,4.3,1216,50.1-60MB,Free,0,Everyone 10+,Simulation,"June 11, 2018"
FAMILY,4.9,1288,20.1-30MB,Free,0,Everyone,Education,"July 11, 2018"
TRAVEL_AND_LOCAL,4.3,201,40.1-50MB,Free,0,Everyone,Travel & Local,"July 16, 2018"
TOOLS,1.4,20,0.1-10MB,Free,0,Everyone,Tools,"July 6, 2018"
SOCIAL,4.9,3071,60.1-70MB,Free,0,Teen,Social,"July 13, 2018"
GAME,4.3,771001,50.1-60MB,Free,0,Everyone 10+,Action,"June 11, 2018"
VIDEO_PLAYERS,4.7,316,0.1-10MB,Free,0,Everyone,Video Players & Editors,"July 4, 2014"
SOCIAL,4.8,5,0.1-10MB,Free,0,Teen,Social,"July 20, 2018"
FAMILY,3.9,13,10.1-20MB,Free,0,Everyone,Entertainment,"July 6, 2015"
FAMILY,4.3,0,10.1-20MB,Free,0,Everyone,Entertainment,"July 26, 2017"
GAME,4.6,8778,30.1-40MB,Free,0,Teen,Music,"January 2, 2018"
FAMILY,4.4,7320,0.1-10MB,Free,0,Everyone,Entertainment;Education,"July 7, 2017"
SOCIAL,4.2,83488,Varies with device,Free,0,Everyone,Social,"July 24, 2018"
SHOPPING,4.3,0,0.1-10MB,Free,0,Everyone,Shopping,"March 31, 2017"
MEDICAL,4.3,0,20.1-30MB,Free,0,Everyone,Medical,"October 6, 2017"
NEWS_AND_MAGAZINES,3.4,736,0.1-10MB,Free,0,Teen,News & Magazines,"August 3, 2018"
COMMUNICATION,4.4,483782,10.1-20MB,Free,0,Everyone,Communication,"July 29, 2018"
TRAVEL_AND_LOCAL,4.3,18622,40.1-50MB,Free,0,Everyone,Travel & Local,"August 3, 2018"
EDUCATION,4.6,37862,0.1-10MB,Free,0,Everyone,Education,"June 7, 2018"
SHOPPING,4.0,13085,0.1-10MB,Free,0,Teen,Shopping,"November 8, 2017"
PHOTOGRAPHY,4.2,28390,30.1-40MB,Free,0,Everyone,Photography,"July 19, 2017"
PERSONALIZATION,4.1,112977,10.1-20MB,Free,0,Everyone,Personalization,"May 22, 2018"
PHOTOGRAPHY,4.0,5855,0.1-10MB,Free,0,Everyone,Photography,"July 12, 2018"
NEWS_AND_MAGAZINES,4.1,49259,Varies with device,Free,0,Everyone 10+,News & Magazines,"August 2, 2018"
GAME,4.7,1535973,Varies with device,Free,0,Teen,Action,"July 23, 2018"
ART_AND_DESIGN,4.7,353,0.1-10MB,Free,0,Teen,Art & Design,"April 27, 2018"
SPORTS,3.7,215,70.1-80MB,Free,0,Everyone,Sports,"June 28, 2018"
MEDICAL,5.0,2,0.1-10MB,Free,0,Everyone,Medical,"August 3, 2018"
SPORTS,4.5,459,0.1-10MB,Free,0,Everyone 10+,Sports,"July 23, 2018"
HEALTH_AND_FITNESS,4.6,20161,Varies with device,Free,0,Everyone,Health & Fitness,"August 1, 2018"
FAMILY,4.3,10483141,20.1-30MB,Free,0,Everyone,Casual,"May 25, 2018"
PRODUCTIVITY,4.1,979,0.1-10MB,Free,0,Everyone,Productivity,"September 30, 2013"
FINANCE,4.7,6208,10.1-20MB,Free,0,Everyone,Finance,"June 12, 2018"
HOUSE_AND_HOME,3.8,2496,Varies with device,Free,0,Everyone,House & Home,"July 5, 2018"
FOOD_AND_DRINK,4.6,4925,10.1-20MB,Free,0,Everyone,Food & Drink,"June 10, 2018"
BUSINESS,4.3,0,10.1-20MB,Free,0,Everyone,Business,"July 17, 2017"
FOOD_AND_DRINK,4.4,321134,20.1-30MB,Free,0,Everyone,Food & Drink,"June 12, 2018"
TOOLS,4.2,27,0.1-10MB,Free,0,Everyone,Tools,"May 17, 2016"
SPORTS,3.5,50179,20.1-30MB,Free,0,Everyone,Sports,"August 2, 2018"
COMMUNICATION,4.3,4187998,10.1-20MB,Free,0,Everyone,Communication,"July 18, 2018"
COMICS,3.3,126,0.1-10MB,Free,0,Teen,Comics,"July 24, 2018"
LIFESTYLE,5.0,5,0.1-10MB,Free,0,Everyone,Lifestyle,"August 31, 2017"
FAMILY,4.3,1,20.1-30MB,Free,0,Everyone,Education,"March 5, 2018"
TOOLS,3.8,3341,0.1-10MB,Free,0,Everyone,Tools,"April 17, 2016"
GAME,4.4,13714,40.1-50MB,Free,0,Everyone 10+,Action,"April 15, 2017"
TOOLS,3.0,19,20.1-30MB,Paid,4.99,Everyone,Tools,"July 9, 2016"
GAME,4.1,7279,50.1-60MB,Free,0,Everyone,Racing,"March 9, 2018"
PERSONALIZATION,4.0,126,0.1-10MB,Free,0,Everyone,Personalization,"October 19, 2017"
FAMILY,4.4,9443,20.1-30MB,Free,0,Teen,Simulation,"December 12, 2016"
PRODUCTIVITY,3.8,24517,20.1-30MB,Free,0,Everyone,Productivity,"May 23, 2018"
BUSINESS,4.1,25195,20.1-30MB,Free,0,Everyone,Business,"February 26, 2018"
EDUCATION,4.7,6290507,Varies with device,Free,0,Everyone,Education;Education,"August 1, 2018"
TOOLS,4.3,9,0.1-10MB,Free,0,Everyone,Tools,"October 4, 2016"
PRODUCTIVITY,4.0,198,0.1-10MB,Free,0,Everyone,Productivity,"January 26, 2017"
FAMILY,4.5,256,20.1-30MB,Free,0,Everyone,Simulation,"July 13, 2018"
GAME,4.0,368,40.1-50MB,Free,0,Everyone 10+,Action,"March 28, 2018"
GAME,4.4,153381,Varies with device,Free,0,Teen,Action,"June 18, 2018"
GAME,3.9,2454,30.1-40MB,Free,0,Everyone,Arcade,"September 10, 2017"
FAMILY,4.3,17,40.1-50MB,Free,0,Everyone,Simulation,"July 14, 2018"
GAME,4.4,14,0.1-10MB,Free,0,Everyone,Adventure,"March 15, 2016"
GAME,4.2,3247,20.1-30MB,Free,0,Teen,Action,"July 25, 2017"
TOOLS,4.3,3268,0.1-10MB,Free,0,Everyone,Tools,"December 16, 2017"
PHOTOGRAPHY,4.6,28107,0.1-10MB,Paid,2.99,Everyone,Photography,"June 11, 2018"
TOOLS,4.3,34,10.1-20MB,Free,0,Everyone,Tools,"February 25, 2018"
SPORTS,4.0,176448,0.1-10MB,Free,0,Everyone,Sports,"November 21, 2017"
PHOTOGRAPHY,4.5,21841,0.1-10MB,Free,0,Everyone,Photography,"July 24, 2018"
MAPS_AND_NAVIGATION,4.4,3652,30.1-40MB,Free,0,Everyone,Maps & Navigation,"July 25, 2018"
MEDICAL,4.6,129,0.1-10MB,Paid,5.49,Everyone,Medical,"April 6, 2018"
TOOLS,4.3,2158,0.1-10MB,Free,0,Everyone,Tools,"March 7, 2018"
LIBRARIES_AND_DEMO,4.1,142,0.1-10MB,Free,0,Everyone,Libraries & Demo,"February 5, 2017"
TOOLS,4.5,2,0.1-10MB,Paid,1.76,Everyone,Tools,"December 3, 2017"
GAME,4.2,2460,20.1-30MB,Paid,0.99,Mature 17+,Action,"November 19, 2016"
DATING,4.6,185,0.1-10MB,Free,0,Mature 17+,Dating,"July 16, 2018"
TOOLS,4.3,13,0.1-10MB,Free,0,Everyone,Tools,"May 9, 2018"
GAME,4.4,579519,90.1-100MB,Free,0,Mature 17+,Action,"July 18, 2018"
FAMILY,4.7,6294400,Varies with device,Free,0,Everyone,Education;Education,"August 1, 2018"
TOOLS,3.9,33,0.1-10MB,Free,0,Everyone,Tools,"May 5, 2016"
LIFESTYLE,4.1,14,10.1-20MB,Free,0,Everyone,Lifestyle,"October 17, 2015"
NEWS_AND_MAGAZINES,2.2,23,30.1-40MB,Free,0,Everyone,News & Magazines,"June 6, 2018"
