Category,Rating,Reviews,Size,Type,Price,Content Rating,Genres,Last Updated
ART_AND_DESIGN,3.8,178,19M,Free,0,Everyone,Art & Design,"April 26, 2018"
FAMILY,4.0,185,28M,Free,0,Teen,Entertainment,"August 6, 2015"
FAMILY,4.6,11,17M,Free,0,Everyone,Education,"July 5, 2018"
LIFESTYLE,5.0,2,9.3M,Free,0,Everyone,Lifestyle,"August 3, 2017"
SPORTS,4.4,133833,34M,Free,0,Everyone 10+,Sports,"July 25, 2018"
BUSINESS,4.3,0,3.7M,Free,0,Everyone,Business,"December 23, 2016"
HEALTH_AND_FITNESS,3.9,21,2.2M,Free,0,Everyone,Health & Fitness,"October 30, 2015"
FINANCE,4.2,11264,24M,Free,0,Everyone,Finance,"June 26, 2018"
PRODUCTIVITY,4.2,25427,9.2M,Free,0,Everyone,Productivity,"January 5, 2018"
FAMILY,3.6,740,71M,Free,0,Everyone,Simulation,"July 5, 2018"
PERSONALIZATION,4.4,5599,4.8M,Free,0,Everyone,Personalization,"July 23, 2016"
SPORTS,4.3,24082,95M,Free,0,Everyone,Sports,"July 4, 2018"
SOCIAL,1.9,16,2.6M,Free,0,Everyone,Social,"June 30, 2016"
TOOLS,2.0,2221,4.9M,Free,0,Everyone,Tools,"October 3, 2017"
GAME,4.4,5565856,97M,Free,0,Everyone,Arcade,"May 24, 2018"
PHOTOGRAPHY,4.3,1,7.6M,Free,0,Everyone,Photography,"July 26, 2018"
HEALTH_AND_FITNESS,4.6,111455,Varies with device,Free,0,Everyone,Health & Fitness,"August 5, 2018"
TOOLS,3.7,1041,28M,Free,0,Everyone,Tools,"July 30, 2018"
FAMILY,3.1,47,5.5M,Free,0,Everyone,Entertainment,"November 14, 2015"
HEALTH_AND_FITNESS,4.0,3061,5.5M,Free,0,Everyone,Health & Fitness,"August 27, 2016"
SPORTS,4.2,1008012,13M,Free,0,Everyone,Sports,"December 5, 2017"
FAMILY,3.8,410,28M,Free,0,Teen,Entertainment,"December 18, 2017"
TOOLS,4.5,1034,196k,Paid,$4.99,Everyone,Tools,"September 8, 2013"
FAMILY,3.8,44636,Varies with device,Free,0,Everyone,Simulation,"January 23, 2017"
FAMILY,4.3,3484,56M,Free,0,Everyone,Entertainment;Action & Adventure,"March 7, 2017"
GAME,4.3,1,15M,Free,0,Everyone,Arcade,"May 25, 2018"
FAMILY,3.8,3597,25M,Free,0,Everyone 10+,Entertainment,"July 31, 2018"
HEALTH_AND_FITNESS,4.7,77777,Varies with device,Free,0,Everyone,Health & Fitness,"June 29, 2018"
LIFESTYLE,4.1,367505,Varies with device,Free,0,Everyone,Lifestyle,"July 25, 2018"
FAMILY,5.0,1,5.6M,Free,0,Everyone,Entertainment,"June 27, 2018"
TRAVEL_AND_LOCAL,3.8,144,8.7M,Free,0,Everyone,Travel & Local,"October 2, 2014"
FINANCE,4.5,381788,32M,Free,0,Everyone,Finance,"August 2, 2018"
AUTO_AND_VEHICLES,4.8,116986,35M,Free,0,Everyone,Auto & Vehicles,"August 2, 2018"
FAMILY,2.6,366,6.0M,Free,0,Everyone,Entertainment,"January 5, 2018"
TOOLS,4.5,2,3.3M,Paid,$3.99,Everyone,Tools,"July 19, 2018"
BUSINESS,4.3,0,9.7M,Free,0,Everyone,Business,"June 20, 2018"
ENTERTAINMENT,3.8,87723,32M,Free,0,Teen,Entertainment,"July 19, 2018"
FAMILY,3.0,2,18M,Paid,$2.99,Everyone,Education;Education,"June 12, 2017"
TOOLS,2.6,5,636k,Free,0,Everyone,Tools,"March 23, 2018"
COMMUNICATION,4.3,0,3.3M,Free,0,Teen,Communication,"November 3, 2017"
LIFESTYLE,4.9,206,3.9M,Free,0,Everyone,Lifestyle,"June 20, 2017"
FAMILY,4.6,19170,70M,Free,0,Everyone,Strategy;Action & Adventure,"March 15, 2017"
PARENTING,4.8,6668,20M,Free,0,Everyone,Parenting,"March 28, 2018"
FAMILY,4.6,117,13M,Free,0,Everyone,Education,"November 21, 2017"
PHOTOGRAPHY,3.8,16320,Varies with device,Paid,$3.95,Everyone,Photography,"November 10, 2017"
PERSONALIZATION,4.4,49,12M,Free,0,Teen,Personalization,"May 31, 2018"
MEDICAL,3.7,3596,8.4M,Free,0,Everyone,Medical,"July 18, 2018"
GAME,4.4,1563,40M,Free,0,Teen,Adventure,"June 29, 2017"
SOCIAL,4.2,58341,9.3M,Free,0,Everyone,Social,"July 25, 2015"
TOOLS,4.3,4,12M,Free,0,Everyone,Tools,"August 7, 2016"
TOOLS,3.1,24151,15M,Free,0,Everyone,Tools,"August 6, 2018"
FAMILY,4.7,54,92M,Free,0,Teen,Role Playing,"June 25, 2018"
FINANCE,3.7,2594,Varies with device,Free,0,Everyone,Finance,"March 13, 2018"
FINANCE,4.7,51,11M,Free,0,Everyone,Finance,"April 15, 2018"
TOOLS,4.2,118439,16M,Free,0,Everyone,Tools,"June 19, 2018"
NEWS_AND_MAGAZINES,3.7,10382,Varies with device,Free,0,Everyone,News & Magazines,"July 28, 2018"
PERSONALIZATION,3.9,213,28M,Free,0,Everyone,Personalization,"May 18, 2018"
SHOPPING,4.6,1370749,Varies with device,Free,0,Teen,Shopping,"August 3, 2018"
FAMILY,4.7,198480,82M,Free,0,Everyone,Simulation,"August 3, 2018"
BUSINESS,4.7,87,5.1M,Free,0,Everyone,Business,"July 15, 2017"
PHOTOGRAPHY,4.3,21730,19M,Free,0,Everyone,Photography,"May 23, 2018"
FAMILY,3.8,9513,82M,Free,0,Everyone 10+,Strategy,"June 8, 2018"
LIFESTYLE,4.0,45224,49M,Free,0,Everyone,Lifestyle,"August 1, 2018"
PERSONALIZATION,4.4,512106,Varies with device,Free,0,Everyone,Personalization,"July 16, 2018"
TOOLS,4.2,134203,4.1M,Free,0,Everyone,Tools,"August 7, 2018"
FAMILY,2.7,1616,3.0M,Free,0,Everyone,Casual,"January 8, 2017"
PERSONALIZATION,4.3,647844,Varies with device,Free,0,Everyone,Personalization,"July 24, 2018"
HEALTH_AND_FITNESS,4.6,95201,61M,Free,0,Everyone,Health & Fitness,"July 9, 2018"
FAMILY,4.8,39,3.6M,Free,0,Everyone,Education,"February 9, 2017"
GAME,4.2,924,43M,Free,0,Everyone,Arcade,"October 21, 2017"
FINANCE,4.5,159,14M,Free,0,Everyone,Finance,"September 12, 2017"
FAMILY,4.5,65,24M,Free,0,Everyone,Casual,"July 5, 2018"
VIDEO_PLAYERS,4.5,74531,32M,Free,0,Everyone,Video Players & Editors,"June 15, 2018"
PERSONALIZATION,4.5,15633,14M,Free,0,Everyone,Personalization,"March 9, 2017"
FAMILY,4.8,4,42M,Paid,$0.99,Everyone,Board;Pretend Play,"September 3, 2015"
MEDICAL,3.6,54,17M,Free,0,Mature 17+,Medical,"July 3, 2018"
SPORTS,4.3,0,26M,Free,0,Everyone,Sports,"February 14, 2018"
FAMILY,3.3,14,11M,Free,0,Everyone,Education,"January 19, 2015"
HEALTH_AND_FITNESS,4.7,12,6.3M,Free,0,Everyone,Health & Fitness,"July 12, 2018"
HEALTH_AND_FITNESS,4.3,5,8.7M,Free,0,Everyone,Health & Fitness,"July 9, 2018"
MEDICAL,4.2,33033,7.4M,Free,0,Everyone,Medical,"July 24, 2018"
GAME,3.6,51366,16M,Free,0,Everyone,Racing,"June 14, 2017"
TOOLS,4.2,294,3.0M,Free,0,Everyone,Tools,"March 10, 2018"
BOOKS_AND_REFERENCE,4.4,283,5.4M,Free,0,Everyone 10+,Books & Reference,"January 12, 2018"
FAMILY,3.8,11250,6.3M,Paid,$9.99,Everyone 10+,Role Playing,"June 12, 2018"
TOOLS,4.3,26,3.0M,Free,0,Everyone,Tools,"May 23, 2018"
FAMILY,4.1,17,50M,Free,0,Everyone,Strategy,"March 16, 2018"
MEDICAL,3.7,20,19M,Free,0,Everyone,Medical,"June 27, 2018"
MEDICAL,4.2,64,41M,Paid,$29.99,Everyone,Medical,"December 22, 2015"
FAMILY,3.8,20,36M,Free,0,Everyone,Simulation,"August 17, 2017"
PHOTOGRAPHY,4.0,35725,9.9M,Free,0,Everyone,Photography,"February 11, 2015"
BOOKS_AND_REFERENCE,4.3,8,658k,Free,0,Everyone,Books & Reference,"January 31, 2017"
FINANCE,4.6,3596,19M,Free,0,Everyone,Finance,"July 20, 2018"
TRAVEL_AND_LOCAL,4.1,12564,Varies with device,Free,0,Everyone,Travel & Local,"July 5, 2018"
FAMILY,4.2,67,6.5M,Free,0,Teen,Entertainment,"January 29, 2016"
ART_AND_DESIGN,4.7,801,3.5M,Paid,$1.99,Everyone,Art & Design,"July 30, 2018"
TRAVEL_AND_LOCAL,5.0,3,12M,Free,0,Everyone,Travel & Local,"December 30, 2015"
TOOLS,4.5,27180,4.1M,Free,0,Everyone,Tools,"July 6, 2018"
FAMILY,4.4,77,6.9M,Free,0,Everyone,Education,"January 5, 2018"
FAMILY,4.0,3745,31M,Free,0,Everyone,Education;Education,"December 3, 2017"
SOCIAL,4.2,1175815,Varies with device,Free,0,Mature 17+,Social,"July 31, 2018"
MAPS_AND_NAVIGATION,4.4,75,26M,Free,0,Everyone,Maps & Navigation,"May 15, 2017"
FAMILY,4.4,131,48M,Free,0,Everyone,Racing;Action & Adventure,"June 13, 2018"
GAME,4.3,9951,96M,Free,0,Mature 17+,Arcade,"August 26, 2016"
BUSINESS,4.3,29313,20M,Free,0,Everyone,Business,"July 30, 2018"
FAMILY,4.3,556659,46M,Free,0,Everyone,Entertainment,"June 20, 2018"
PRODUCTIVITY,4.1,15097,14M,Free,0,Everyone,Productivity,"July 23, 2018"
GAME,4.7,989158,75M,Free,0,Everyone,Action,"May 24, 2018"
BUSINESS,4.3,0,3.0M,Free,0,Teen,Business,"November 13, 2015"
NEWS_AND_MAGAZINES,4.4,84957,Varies with device,Free,0,Everyone 10+,News & Magazines,"January 13, 2018"
LIBRARIES_AND_DEMO,4.3,375,15M,Free,0,Everyone,Libraries & Demo,"June 1, 2018"
BUSINESS,4.3,1002861,35M,Free,0,Everyone,Business,"August 2, 2018"
MEDICAL,4.7,73,6.3M,Free,0,Everyone,Medical,"December 8, 2017"
BUSINESS,4.3,0,642k,Free,0,Everyone,Business,"May 18, 2013"
FAMILY,3.8,283823,Varies with device,Free,0,Everyone 10+,Casual,"November 23, 2016"
FAMILY,4.6,2654,6.7M,Free,0,Everyone,Education,"November 2, 2016"
TOOLS,4.1,14,3.8M,Free,0,Everyone,Tools,"December 18, 2017"
ENTERTAINMENT,4.1,27424,17M,Free,0,Teen,Entertainment,"July 8, 2018"
GAME,4.4,22428456,74M,Free,0,Everyone,Casual,"July 5, 2018"
LIFESTYLE,3.6,853,34M,Free,0,Everyone,Lifestyle,"March 22, 2018"
MEDICAL,4.6,6035,8.9M,Free,0,Everyone,Medical,"July 5, 2018"
FAMILY,4.4,860078,30M,Free,0,Everyone,Simulation,"February 15, 2018"
PARENTING,4.6,60,4.9M,Free,0,Everyone,Parenting,"April 1, 2018"
WEATHER,4.4,2053404,Varies with device,Free,0,Everyone,Weather,"August 6, 2018"
HEALTH_AND_FITNESS,4.6,524299,Varies with device,Free,0,Everyone,Health & Fitness,"June 29, 2018"
SOCIAL,3.8,108,2.8M,Free,0,Teen,Social,"May 28, 2018"
FAMILY,4.8,51068,57M,Paid,$4.99,Teen,Role Playing,"June 21, 2018"
VIDEO_PLAYERS,4.4,25922,6.1M,Free,0,Everyone,Video Players & Editors,"May 9, 2018"
FAMILY,4.4,7006,6.9M,Free,0,Everyone,Education,"October 23, 2016"
GAME,4.5,26744,51M,Free,0,Teen,Casino,"July 27, 2018"
PHOTOGRAPHY,4.7,142634,22M,Free,0,Everyone,Photography,"July 6, 2018"
FAMILY,5.0,4,1.7M,Free,0,Teen,Entertainment,"June 28, 2015"
COMMUNICATION,4.2,10790289,Varies with device,Free,0,Everyone,Communication,"July 26, 2018"
GAME,4.5,264282,48M,Free,0,Teen,Casino,"July 12, 2018"
PARENTING,4.4,5343,5.2M,Free,0,Everyone,Parenting,"March 30, 2018"
FAMILY,4.4,222308,6.9M,Free,0,Everyone,Entertainment,"July 31, 2018"
PRODUCTIVITY,4.4,3031,Varies with device,Free,0,Everyone,Productivity,"March 23, 2018"
FAMILY,4.4,20368,31M,Free,0,Teen,Role Playing,"December 15, 2016"
PRODUCTIVITY,4.2,182,7.0M,Free,0,Everyone,Productivity,"April 28, 2018"
LIFESTYLE,4.3,127,5.5M,Free,0,Everyone,Lifestyle,"June 3, 2016"
GAME,3.8,35572,Varies with device,Free,0,Teen,Arcade,"September 4, 2013"
PHOTOGRAPHY,4.3,2,10M,Free,0,Everyone,Photography,"October 14, 2017"
ENTERTAINMENT,4.2,32458,18M,Free,0,Everyone,Entertainment,"June 19, 2018"
PHOTOGRAPHY,4.2,401820,Varies with device,Free,0,Everyone,Photography,"April 27, 2018"
PHOTOGRAPHY,5.0,13,2.6M,Free,0,Everyone,Photography,"September 12, 2017"
PHOTOGRAPHY,4.3,4865107,51M,Free,0,Everyone,Photography,"August 6, 2018"
PHOTOGRAPHY,4.1,373606,Varies with device,Free,0,Everyone,Photography,"March 27, 2018"
GAME,3.4,1995,43M,Free,0,Everyone,Action,"June 28, 2016"
MAPS_AND_NAVIGATION,4.4,102248,Varies with device,Free,0,Everyone,Maps & Navigation,"August 1, 2018"
FAMILY,3.7,3258,26M,Free,0,Everyone,Casual,"March 4, 2016"
NEWS_AND_MAGAZINES,4.5,76677,4.6M,Free,0,Everyone 10+,News & Magazines,"May 25, 2017"
TOOLS,4.5,14,2.9M,Paid,$0.99,Everyone,Tools,"October 26, 2017"
GAME,4.3,834117,44M,Free,0,Teen,Action,"July 30, 2018"
GAME,4.7,1351089,Varies with device,Free,0,Everyone,Puzzle,"July 30, 2018"
FINANCE,3.7,155,3.9M,Free,0,Everyone,Finance,"July 30, 2018"
GAME,3.6,2328,12M,Free,0,Everyone,Action,"October 25, 2014"
FAMILY,4.5,3323,9.6M,Free,0,Everyone,Casual;Pretend Play,"July 14, 2017"
FAMILY,3.5,13,42M,Paid,$0.99,Everyone,Simulation,"September 16, 2016"
SOCIAL,3.6,9,21M,Free,0,Teen,Social,"July 5, 2018"
MAPS_AND_NAVIGATION,4.4,617477,Varies with device,Free,0,Everyone,Maps & Navigation,"August 5, 2018"
BUSINESS,4.3,1,30M,Free,0,Everyone,Business,"June 25, 2018"
PERSONALIZATION,3.2,114,3.0M,Free,0,Everyone,Personalization,"March 18, 2016"
FAMILY,4.5,10159,6.4M,Free,0,Everyone,Education,"April 13, 2018"
SPORTS,4.3,0,26M,Free,0,Everyone,Sports,"February 28, 2018"
FINANCE,4.3,1,29M,Free,0,Everyone,Finance,"April 23, 2018"
LIBRARIES_AND_DEMO,4.7,2639,19M,Free,0,Everyone,Libraries & Demo,"December 11, 2017"
FAMILY,4.5,19230,45M,Free,0,Everyone,Educational;Brain Games,"July 12, 2018"
MAPS_AND_NAVIGATION,3.9,112,1.4M,Free,0,Everyone,Maps & Navigation,"December 26, 2013"
SOCIAL,4.1,486830,Varies with device,Free,0,Mature 17+,Social,"June 21, 2018"
GAME,4.4,7614407,70M,Free,0,Everyone,Casual,"July 26, 2018"
GAME,4.6,6344,32M,Free,0,Everyone,Action,"April 4, 2018"
TRAVEL_AND_LOCAL,4.3,1,87M,Paid,$1.49,Everyone,Travel & Local,"March 19, 2017"
GAME,4.1,1167,72M,Free,0,Teen,Action,"May 3, 2018"
FAMILY,4.7,12784,15M,Free,0,Everyone,Entertainment,"August 4, 2018"
PRODUCTIVITY,4.3,0,43M,Free,0,Everyone,Productivity,"May 17, 2017"
SHOPPING,4.1,5618,4.6M,Free,0,Teen,Shopping,"May 9, 2018"
ENTERTAINMENT,4.2,123279,25M,Free,0,Everyone 10+,Entertainment;Music & Video,"January 24, 2018"
FAMILY,4.2,82005,45M,Free,0,Everyone 10+,Action;Action & Adventure,"October 24, 2017"
FAMILY,4.3,16,3.5M,Free,0,Everyone,Education,"December 15, 2014"
SPORTS,3.9,9765,14M,Free,0,Everyone,Sports,"May 1, 2017"
BUSINESS,4.3,0,7.5M,Free,0,Everyone,Business,"May 9, 2017"
TRAVEL_AND_LOCAL,4.3,51,245k,Free,0,Everyone,Travel & Local,"February 22, 2014"
TRAVEL_AND_LOCAL,4.4,48930,15M,Free,0,Everyone,Travel & Local,"July 26, 2018"
TOOLS,4.3,6,1.3M,Free,0,Everyone,Tools,"May 22, 2018"
TOOLS,4.2,1116393,8.2M,Free,0,Everyone,Tools,"August 6, 2018"
FAMILY,3.2,4,8.0M,Free,0,Everyone,Entertainment,"November 2, 2017"
FAMILY,4.4,86961,99M,Free,0,Everyone,Casual;Action & Adventure,"June 5, 2018"
DATING,4.1,17268,40M,Free,0,Mature 17+,Dating,"June 25, 2018"
BOOKS_AND_REFERENCE,3.1,50,4.9M,Paid,$1.99,Everyone,Books & Reference,"February 22, 2017"
FAMILY,4.3,104,12M,Free,0,Everyone,Education;Education,"May 21, 2018"
COMMUNICATION,4.3,0,Varies with device,Free,0,Everyone,Communication,"July 27, 2018"
ENTERTAINMENT,4.6,50725,19M,Free,0,Everyone,Entertainment,"May 25, 2018"
FAMILY,4.4,447,3.7M,Free,0,Mature 17+,Entertainment,"April 4, 2018"
PHOTOGRAPHY,4.3,811693,50M,Free,0,Everyone,Photography,"August 2, 2018"
BUSINESS,4.3,1,25M,Free,0,Teen,Business,"May 30, 2018"
TOOLS,3.0,2,2.7M,Free,0,Everyone,Tools,"October 10, 2017"
GAME,4.8,230849,87M,Free,0,Everyone,Word,"August 2, 2018"
FAMILY,4.4,1091,45M,Paid,$2.99,Everyone,Education;Pretend Play,"December 5, 2013"
COMMUNICATION,4.1,29208,23M,Free,0,Everyone,Communication,"September 28, 2016"
FAMILY,4.3,1,1.7M,Free,0,Teen,Entertainment,"June 24, 2015"
LIFESTYLE,3.9,2042,3.0M,Free,0,Everyone,Lifestyle,"August 28, 2015"
FAMILY,4.7,15,4.1M,Free,0,Teen,Education,"November 10, 2017"
PHOTOGRAPHY,4.4,156322,Varies with device,Free,0,Everyone,Photography,"February 1, 2018"
GAME,3.9,24697,16M,Free,0,Teen,Action,"July 10, 2015"
GAME,4.6,15403,25M,Free,0,Everyone,Casual,"August 2, 2018"
PHOTOGRAPHY,4.2,17,3.4M,Free,0,Everyone,Photography,"July 20, 2018"
FINANCE,4.9,7,3.4M,Free,0,Everyone,Finance,"June 17, 2016"
BOOKS_AND_REFERENCE,4.3,14,754k,Paid,$0.99,Everyone,Books & Reference,"October 7, 2013"
PERSONALIZATION,4.6,66453,14M,Free,0,Everyone,Personalization,"April 10, 2018"
GAME,4.4,30,47M,Free,0,Everyone,Action,"July 2, 2018"
FAMILY,4.9,285,25M,Free,0,Everyone,Education,"January 5, 2018"
TOOLS,4.1,38679,5.9M,Free,0,Everyone,Tools,"February 1, 2018"
COMMUNICATION,4.5,2511130,Varies with device,Free,0,Everyone,Communication,"July 2, 2018"
GAME,4.3,31,26M,Free,0,Everyone,Trivia,"August 31, 2017"
FAMILY,4.5,41,11M,Free,0,Everyone,Education,"June 15, 2017"
FINANCE,4.5,6156,6.6M,Free,0,Everyone,Finance,"May 9, 2017"
TOOLS,3.0,736,1.8M,Free,0,Everyone,Tools,"July 5, 2017"
ENTERTAINMENT,3.7,197774,44M,Free,0,Mature 17+,Entertainment,"June 25, 2018"
FINANCE,4.3,16600,24M,Free,0,Everyone,Finance,"June 19, 2018"
PHOTOGRAPHY,4.4,10525,25M,Free,0,Everyone,Photography,"July 27, 2018"
PERSONALIZATION,4.0,6263,20M,Free,0,Everyone,Personalization,"July 12, 2018"
LIFESTYLE,2.8,48,12M,Free,0,Everyone,Lifestyle,"September 27, 2017"
GAME,4.1,5341,8.8M,Free,0,Teen,Action,"April 30, 2014"
FAMILY,3.7,7664,44M,Free,0,Everyone,Casual;Pretend Play,"September 9, 2015"
BUSINESS,4.7,286897,39M,Free,0,Everyone,Business,"May 30, 2017"
EDUCATION,4.3,3168,19M,Free,0,Everyone,Education,"October 26, 2017"
SHOPPING,4.4,2788460,Varies with device,Free,0,Teen,Shopping,"July 30, 2018"
LIFESTYLE,3.8,411,2.6M,Paid,$299.99,Everyone,Lifestyle,"July 21, 2018"
ENTERTAINMENT,3.9,34923,Varies with device,Free,0,Teen,Entertainment,"July 27, 2018"
WEATHER,4.3,2143,Varies with device,Free,0,Everyone,Weather,"July 31, 2018"
GAME,3.7,53,14M,Free,0,Everyone,Adventure,"February 23, 2015"
TOOLS,3.9,333,1.1M,Free,0,Everyone,Tools,"February 3, 2016"
TOOLS,4.3,99290,3.9M,Free,0,Everyone,Tools,"December 5, 2017"
COMICS,4.4,18814,Varies with device,Free,0,Mature 17+,Comics,"July 30, 2018"
PRODUCTIVITY,5.0,9,25M,Free,0,Everyone,Productivity,"February 11, 2018"
MEDICAL,4.3,0,29M,Free,0,Everyone,Medical,"May 23, 2018"
BOOKS_AND_REFERENCE,4.0,5300,11M,Free,0,Everyone,Books & Reference,"November 28, 2017"
EVENTS,5.0,1,21M,Free,0,Everyone,Events,"July 3, 2018"
ENTERTAINMENT,3.7,388089,Varies with device,Free,0,Teen,Entertainment,"April 12, 2018"
MAPS_AND_NAVIGATION,4.3,0,5.0M,Free,0,Everyone 10+,Maps & Navigation,"February 19, 2016"
TRAVEL_AND_LOCAL,4.1,134,5.3M,Free,0,Everyone,Travel & Local,"June 20, 2018"
AUTO_AND_VEHICLES,4.4,186648,42M,Free,0,Everyone,Auto & Vehicles,"August 2, 2018"
SPORTS,4.3,41,353k,Free,0,Everyone,Sports,"May 2, 2013"
HOUSE_AND_HOME,4.6,39189,Varies with device,Free,0,Everyone,House & Home,"July 30, 2018"
LIFESTYLE,4.6,10,8.7M,Free,0,Everyone,Lifestyle,"July 18, 2018"
DATING,4.1,4953,15M,Free,0,Teen,Dating,"August 1, 2018"
COMMUNICATION,4.1,10484169,Varies with device,Free,0,Everyone,Communication,"August 3, 2018"
FAMILY,4.1,3654,25M,Free,0,Teen,Puzzle,"April 14, 2017"
FAMILY,3.8,10366,78M,Free,0,Everyone,Education;Pretend Play,"July 24, 2018"
SHOPPING,4.4,6003590,Varies with device,Free,0,Teen,Shopping,"August 2, 2018"
PARENTING,4.3,67,15M,Free,0,Everyone,Parenting;Education,"April 18, 2018"
GAME,4.5,49971,61M,Free,0,Everyone,Arcade,"August 29, 2017"
LIBRARIES_AND_DEMO,4.3,5,1.8M,Free,0,Everyone,Libraries & Demo,"April 23, 2018"
TRAVEL_AND_LOCAL,3.4,39,32M,Paid,$2.56,Everyone,Travel & Local,"July 20, 2013"
BOOKS_AND_REFERENCE,4.3,0,3.7M,Free,0,Everyone,Books & Reference,"May 25, 2018"
GAME,4.4,208501,56M,Free,0,Teen,Adventure,"July 23, 2018"
LIFESTYLE,2.3,853,88M,Free,0,Everyone,Lifestyle,"July 20, 2018"
WEATHER,4.7,11118,9.7M,Free,0,Everyone,Weather,"April 26, 2018"
MEDICAL,4.5,2921,25M,Paid,$24.99,Everyone,Medical,"May 25, 2018"
FAMILY,4.3,42432,36M,Free,0,Everyone,Simulation,"July 13, 2016"
LIFESTYLE,3.7,41917,14M,Free,0,Everyone,Lifestyle,"July 30, 2018"
BOOKS_AND_REFERENCE,4.5,124,Varies with device,Paid,$2.99,Everyone,Books & Reference,"August 25, 2015"
GAME,4.7,59017,82M,Free,0,Teen,Action,"July 3, 2018"
HEALTH_AND_FITNESS,3.5,8,7.9M,Free,0,Everyone,Health & Fitness,"June 28, 2018"
FAMILY,4.3,3,22M,Free,0,Everyone,Entertainment,"December 27, 2017"
FINANCE,3.6,52306,42M,Free,0,Everyone,Finance,"July 27, 2018"
PRODUCTIVITY,4.5,112,2.4M,Paid,$7.99,Everyone,Productivity,"March 16, 2017"
PERSONALIZATION,4.2,97890,14M,Paid,$2.49,Everyone,Personalization,"August 24, 2016"
ENTERTAINMENT,3.6,2639,8.5M,Free,0,Everyone,Entertainment,"February 7, 2018"
GAME,4.2,210317,46M,Free,0,Everyone 10+,Adventure,"April 10, 2015"
FAMILY,4.6,19,1.6M,Free,0,Everyone,Entertainment,"August 15, 2016"
SPORTS,4.3,401,2.8M,Free,0,Everyone,Sports,"August 9, 2017"
GAME,4.5,2431,24M,Free,0,Teen,Adventure,"November 3, 2017"
FAMILY,4.3,1065,61M,Free,0,Everyone,Educational;Education,"May 13, 2018"
FAMILY,4.3,129603,23M,Paid,$2.99,Everyone 10+,Card;Action & Adventure,"February 11, 2016"
BUSINESS,4.7,11442,6.8M,Paid,$4.99,Everyone,Business,"March 25, 2018"
FAMILY,4.3,1,9.2M,Free,0,Everyone,Education,"July 12, 2018"
TOOLS,4.0,19,3.2M,Free,0,Everyone,Tools,"October 21, 2017"
COMMUNICATION,3.7,7,4.3M,Free,0,Everyone,Communication,"October 2, 2017"
FAMILY,4.6,27,4.2M,Free,0,Everyone,Education,"July 14, 2018"
TRAVEL_AND_LOCAL,4.1,76779,Varies with device,Free,0,Everyone,Travel & Local,"July 30, 2018"
FAMILY,4.5,174215,93M,Free,0,Everyone,Simulation,"August 3, 2018"
HEALTH_AND_FITNESS,4.2,112384,5.0M,Free,0,Everyone,Health & Fitness,"February 23, 2018"
GAME,5.0,5,12M,Free,0,Everyone,Trivia,"August 6, 2018"
GAME,4.3,3904,5.5M,Paid,$2.99,Everyone 10+,Action,"September 10, 2014"
LIFESTYLE,3.8,4,14M,Free,0,Everyone,Lifestyle,"January 6, 2017"
SOCIAL,4.5,25562,31M,Free,0,Teen,Social,"August 2, 2018"
PRODUCTIVITY,4.6,267189,Varies with device,Free,0,Everyone,Productivity,"April 29, 2018"
COMMUNICATION,4.6,2264916,6.1M,Free,0,Everyone,Communication,"July 31, 2018"
LIFESTYLE,4.8,28588,24M,Free,0,Everyone,Lifestyle,"March 1, 2018"
BOOKS_AND_REFERENCE,4.3,1,12M,Paid,$5.49,Everyone,Books & Reference,"August 10, 2017"
SOCIAL,4.2,423138,Varies with device,Free,0,Mature 17+,Social,"July 9, 2018"
HEALTH_AND_FITNESS,4.6,37224,Varies with device,Free,0,Everyone,Health & Fitness,"June 13, 2018"
TOOLS,4.0,1,1.2M,Free,0,Everyone,Tools,"June 20, 2018"
FAMILY,4.0,664,2.1M,Free,0,Everyone,Education,"December 14, 2017"
TOOLS,3.7,23347,7.6M,Free,0,Everyone,Tools,"May 28, 2018"
BUSINESS,4.3,542,30M,Free,0,Everyone,Business,"April 17, 2018"
HEALTH_AND_FITNESS,4.5,7976,44M,Free,0,Everyone,Health & Fitness,"July 9, 2018"
COMMUNICATION,4.0,1926,716k,Free,0,Everyone,Communication,"December 16, 2015"
TOOLS,4.7,17861,Varies with device,Paid,$3.99,Everyone,Tools,"May 6, 2018"
PRODUCTIVITY,3.9,162,5.0M,Free,0,Everyone,Productivity,"May 14, 2018"
SPORTS,4.6,652940,90M,Free,0,Teen,Sports,"July 5, 2018"
FAMILY,4.3,109,2.7M,Free,0,Everyone,Education,"June 24, 2017"
HEALTH_AND_FITNESS,3.0,94,30M,Free,0,Everyone,Health & Fitness,"July 9, 2018"
FINANCE,3.5,30,17M,Free,0,Everyone,Finance,"May 27, 2018"
PARENTING,4.3,34,4.9M,Free,0,Everyone,Parenting,"July 3, 2018"
SPORTS,4.0,1,3.6M,Free,0,Everyone,Sports,"May 24, 2018"
PHOTOGRAPHY,4.2,215343,44M,Free,0,Everyone,Photography,"July 14, 2018"
SOCIAL,4.2,305367,46M,Free,0,Everyone,Social,"August 1, 2018"
BUSINESS,4.3,9,1.2M,Free,0,Everyone,Business,"April 9, 2018"
TRAVEL_AND_LOCAL,4.7,1830388,Varies with device,Free,0,Everyone,Travel & Local,"August 6, 2018"
MAPS_AND_NAVIGATION,4.3,29768,Varies with device,Free,0,Everyone,Maps & Navigation,"August 4, 2018"
